    k     n             Re[I(theta1)]             Im[I(theta1)]
   84     4   6.6269175191702999e-119   1.0442019560128214e-121
   84     5   9.2531619643500557e-111   9.3336347233362584e-114
   84     6   4.1981664805669039e-104   2.9416403673660425e-107
   84     7    1.7911906617374079e-98   9.2243090895548217e-102
   84     8    1.3552633974047666e-93    5.3457835809914522e-97
   84     9    2.7377882890874784e-89    8.5366165957862349e-93
   84    10    1.9525338463429897e-85    4.9339699535980883e-89
   84    11    6.0000945602435936e-82    1.2537798152165688e-85
   84    12    9.2039616443856055e-79    1.6170930825842695e-82
   84    13    7.8808308961434583e-76    1.1806077525477443e-79
   84    14    4.1083494783703419e-73    5.3107102613730985e-77
   84    15    1.3968851869414859e-70    1.5742138198476823e-74
   84    16    3.2745792112886471e-68    3.2461488761220515e-72
   84    17    5.5381734986761043e-66    4.8675678326065168e-70
   84    18    7.0165669947209070e-64    5.5060007638714781e-68
   84    19    6.8724138518860446e-62    4.8450111463413657e-66
   84    20    5.3443274707770913e-60    3.4039601022617005e-64
   84    21    3.3756177994722684e-58    1.9523032435821645e-62
   84    22    1.7659876185015339e-56    9.3170502802433513e-61
   84    23    7.7832293637968307e-55    3.7615430813153429e-59
   84    24    2.9328676846390794e-53    1.3034057511124304e-57
   84    25    9.5724047677498788e-52    3.9257288872358871e-56
   84    26    2.7372685781825083e-50    1.0393008636583342e-54
   84    27    6.9277141190391665e-49    2.4425632176361916e-53
   84    28    1.5659059708676732e-47    5.1412311965031413e-52
   84    29    3.1868215118548986e-46    9.7686494894502110e-51
   84    30    5.8819537237020877e-45    1.6874389940696680e-49
   84    31    9.9106460575363956e-44    2.6670091705953188e-48
   84    32    1.5334592136689830e-42    3.8791420413409158e-47
   84    33    2.1906242666556375e-41    5.2196481782747029e-46
   84    34    2.9034541706155554e-40    6.5285431674286098e-45
   84    35    3.5863633704326884e-39    7.6235132854007089e-44
   84    36    4.1453607301409448e-38    8.3443360736019592e-43
   84    37    4.5005880547629570e-37    8.5924542724010866e-42
   84    38    4.6054763148837556e-36    8.3520859799382821e-41
   84    39    4.4561574500524036e-35    7.6873045794830836e-40
   84    40    4.0888788515641040e-34    6.7189433165669936e-39
   84    41    3.5676963309550066e-33    5.5915131759317944e-38
   84    42    2.9676172855747316e-32    4.4414957376797886e-37
   84    43    2.3587562147335694e-31    3.3751640241540297e-36
   84    44    1.7954017143431138e-30    2.4589608724151853e-35
   84    45    1.3113774032469398e-29    1.7209258418712737e-34
   84    46    9.2088788834872248e-29    1.1591297231213914e-33
   84    47    6.2283188983731453e-28    7.5268728751571859e-33
   84    48    4.0638992932849519e-27    4.7197091060814346e-32
   84    49    2.5621295417701510e-26    2.8621708619548544e-31
   84    50    1.5630827825813544e-25    1.6810350136046668e-30
   84    51    9.2402614229213367e-25    9.5750905375092386e-30
   84    52    5.2999460361355416e-24    5.2959480810694162e-29
   84    53    2.9530761031406694e-23    2.8477204714391107e-28
   84    54    1.6002760809310754e-22    1.4903649052381069e-27
   84    55    8.4431701837274503e-22    7.5996073686815610e-27
   84    56    4.3416418194178091e-21    3.7794573234421369e-26
   84    57    2.1780294331925783e-20    1.8349344134827041e-25
   84    58    1.0669301119244018e-19    8.7047385437258952e-25
   84    59    5.1080020043001564e-19    4.0383688562422679e-24
   84    60    2.3920485830135998e-18    1.8336791893798235e-23
   84    61    1.0965682449688442e-17    8.1553427937296026e-23
   84    62    4.9246346398852602e-17    3.5553341144064980e-22
   84    63    2.1681790654498768e-16    1.5203386137658228e-21
   84    64    9.3647094409018506e-16    6.3813095382190584e-21
   84    65    3.9705696039981800e-15    2.6306504900198476e-20
   84    66    1.6536321356925630e-14    1.0657659760414447e-19
   84    67    6.7687507202352794e-14    4.2457597741817270e-19
   84    68    2.7246206363076798e-13    1.6641101423151230e-18
   84    69    1.0791081087904219e-12    6.4205079293274204e-18
   84    70    4.2073485133275496e-12    2.4396916760320378e-17
   84    71    1.6156607768634554e-11    9.1345437565503044e-17
   84    72    6.1135637065507758e-11    3.3715090849699180e-16
   84    73    2.2805365612029886e-10    1.2272644021969981e-15
   84    74    8.3900698878270862e-10    4.4076903070202077e-15
   84    75    3.0455093666768971e-09    1.5624941581525421e-14
   84    76    1.0911706746940764e-08    5.4692559575417313e-14
   84    77    3.8603745784304031e-08    1.8910454490323815e-13
   84    78    1.3490538262741267e-07    6.4609219622012103e-13
   84    79    4.6584881381037573e-07    2.1819996886908840e-12
   84    80    1.5900965110804742e-06    7.2866112587828391e-12
   84    81    5.3666838229724563e-06    2.4068266812025605e-11
   84    82    1.7915481098690807e-05    7.8658323177475075e-11
   84    83    5.9172741909130107e-05    2.5442078022694873e-10
   84    84    1.9342456545245982e-04    8.1468769034482829e-10
   84    85    6.2592115295693411e-04    2.5833220379005342e-09
   84    86    2.0056845734837108e-03    8.1138805794745312e-09
   84    87    6.3658058967398711e-03    2.5249401864639925e-08
   84    88    2.0017076258494099e-02    7.7866713229406734e-08
   84    89    6.2374820146933026e-02    2.3803069993322794e-07
   84    90    1.9265516028561958e-01    7.2142807397673018e-07
   84    91    5.8994624232663539e-01    2.1683390336838890e-06
   84    92    1.7914270420089566e+00    6.4643865322272405e-06
   84    93    5.3955031981560824e+00    1.9119749946756142e-05
   84    94    1.6121265106579308e+01    5.6114831908013361e-05
   84    95    4.7795377167543130e+01    1.6345441068095623e-04
   84    96    1.4062895333717017e+02    4.7262790887840850e-04
   84    97    4.1071963020353695e+02    1.3568237238619880e-03
   84    98    1.1908998878310831e+03    3.8679774703866019e-03
   84    99    3.4287740962733074e+03    1.0951499184240670e-02
   85     0    0.0000000000000000e+00    0.0000000000000000e+00
   85     1   6.4312706407593136e-172   1.6403736857950949e-173
   85     2   2.4973009097097292e-146   1.5922228416985424e-148
   85     3   2.3319897714490775e-131   6.6089276003060793e-134
   85     4   9.7950961314612615e-121   1.5617690942294395e-123
   85     5   1.7094035136767898e-112   1.7447688576346158e-115
   85     6   9.3053114212417202e-106   6.5976677456682653e-109
   85     7   4.6310957939753421e-100   2.4132470821030535e-103
   85     8    4.0037767011203672e-95    1.5980094493209944e-98
   85     9    9.0970195618252445e-91    2.8701339439436423e-94
   85    10    7.2068307069723275e-87    1.8426977996239923e-90
   85    11    2.4354203649718581e-83    5.1492406032960694e-87
   85    12    4.0742253310340963e-80    7.2427751902699311e-84
   85    13    3.7779714999670560e-77    5.7264460906103749e-81
   85    14    2.1202230771383025e-74    2.7730153242023672e-78
   85    15    7.7209276321930984e-72    8.8033923505187545e-76
   85    16    1.9298028642624025e-69    1.9355081818883498e-73
   85    17    3.4662630723738898e-67    3.0822450064412586e-71
   85    18    4.6477255159861878e-65    3.6897996628367985e-69
   85    19    4.8027741143335495e-63    3.4254560607288913e-67
   85    20    3.9294072734674682e-61    2.5319128426012147e-65
   85    21    2.6045943888306242e-59    1.5238894731557236e-63
   85    22    1.4266922273837438e-57    7.6142829446382131e-62
   85    23    6.5697520035756802e-56    3.2118201032900558e-60
   85    24    2.5816381002264183e-54    1.1605561931112254e-58
   85    25    8.7714642925074585e-53    3.6386657295360266e-57
   85    26    2.6068155024205242e-51    1.0011327999230538e-55
   85    27    6.8465365613154801e-50    2.4415777974496588e-54
   85    28    1.6037173951709994e-48    5.3254816966250666e-53
   85    29    3.3778168521923980e-47    1.0471957688999051e-51
   85    30    6.4444941523128310e-46    1.8698005120956537e-50
   85    31    1.1211525498605379e-44    3.0512076878412497e-49
   85    32    1.7892369634736188e-43    4.5772009849244461e-48
   85    33    2.6336720943819044e-42    6.3458157799083380e-47
   85    34    3.5933346197574082e-41    8.1702388561584893e-46
   85    35    4.5649893893933936e-40    9.8120424292682391e-45
   85    36    5.4223280069571547e-39    1.1036125607480437e-43
   85    37    6.0448481140670964e-38    1.1668553112980006e-42
   85    38    6.3468176803547018e-37    1.1637025337322442e-41
   85    39    6.2964618782701146e-36    1.0981388521680237e-40
   85    40    5.9196964832365792e-35    9.8338713729279746e-40
   85    41    5.2888467811668881e-34    8.3793766952439921e-39
   85    42    4.5018481440343774e-33    6.8108615557831674e-38
   85    43    3.6594856212501728e-32    5.2930014881871570e-37
   85    44    2.8471363841538399e-31    3.9413807995688984e-36
   85    45    2.1244682445553989e-30    2.8178285136954387e-35
   85    46    1.5232859769975700e-29    1.9378315327771723e-34
   85    47    1.0514368776720559e-28    1.2841489789749225e-33
   85    48    6.9982148328366926e-28    8.2134751438609351e-33
   85    49    4.4986259183310542e-27    5.0783239924597436e-32
   85    50    2.7970836325449340e-26    3.0396579589690092e-31
   85    51    1.6844956070796708e-25    1.7637263543157104e-30
   85    52    9.8388320708269760e-25    9.9333673811659729e-30
   85    53    5.5803829456716763e-24    5.4368228041111768e-29
   85    54    3.0770774978571595e-23    2.8951573588823304e-28
   85    55    1.6513757032723017e-22    1.5015677441658624e-27
   85    56    8.6345420026600729e-22    7.5928600902370551e-27
   85    57    4.4029864830007647e-21    3.7468976301834556e-26
   85    58    2.1916748284385440e-20    1.8060943213094951e-25
   85    59    1.0658857746953232e-19    8.5111228692968389e-25
   85    60    5.0689315514009841e-19    3.9243490732570506e-24
   85    61    2.3590682836791380e-18    1.7718271417583494e-23
   85    62    1.0752585333938118e-17    7.8391666343168189e-23
   85    63    4.8033863956085673e-17    3.4011006784930298e-22
   85    64    2.1044727191076927e-16    1.4479770217918216e-21
   85    65    9.0486760839780544e-16    6.0530494556966793e-21
   85    66    3.8207122242622629e-15    2.4861195046909106e-20
   85    67    1.5851862508508063e-14    1.0038243239317225e-19
   85    68    6.4660697478664648e-14    3.9867834551303033e-19
   85    69    2.5945438128152765e-13    1.5582865449289874e-18
   85    70    1.0246326715029930e-12    5.9972495174186293e-18
   85    71    3.9845400158070046e-12    2.2737769403004277e-17
   85    72    1.5265040993994978e-11    8.4964269601924171e-17
   85    73    5.7640242045684499e-11    3.1304789511743172e-16
   85    74    2.1461083437465047e-10    1.1377751090543745e-15
   85    75    7.8823857717985141e-10    4.0808516657188074e-15
   85    76    2.8570555868528909e-09    1.4449880660596404e-14
   85    77    1.0223566006975545e-08    5.0531275903164557e-14
   85    78    3.6130163529324708e-08    1.7458052960102492e-13
   85    79    1.2614674170155285e-07    5.9610355191294340e-13
   85    80    4.3528081006104433e-07    2.0122546607085505e-12
   85    81    1.4848872078421085e-06    6.7176737899901438e-12
   85    82    5.0093980396491703e-06    2.2185219736961661e-11
   85    83    1.6717766820022942e-05    7.2501418121548698e-11
   85    84    5.5207647310833660e-05    2.3452627701012263e-10
   85    85    1.8045603278839226e-04    7.5113585782578214e-10
   85    86    5.8400052728661475e-04    2.3825545144800650e-09
   85    87    1.8717117745784173e-03    7.4864478972234331e-09
   85    88    5.9423575922157293e-03    2.3309054741884174e-08
   85    89    1.8692998807257125e-02    7.1927161750164825e-08
   85    90    5.8277668839271143e-02    2.2002928891923388e-07
   85    91    1.8010569353122202e-01    6.6739636260429797e-07
   85    92    5.5188741925486662e-01    2.0076874622118200e-06
   85    93    1.6771186978977195e+00    5.9911103843460999e-06
   85    94    5.0554142080211006e+00    1.7737992820207112e-05
   85    95    1.5118745217446611e+01    5.2116072014626569e-05
   85    96    4.4866728088192161e+01    1.5198133909158229e-04
   85    97    1.3214890538925150e+02    4.3998608471210155e-04
   85    98    3.8637723175925953e+02    1.2647184446224710e-03
   85    99    1.1216155926780866e+03    3.6101788354405665e-03
   86     0    0.0000000000000000e+00    0.0000000000000000e+00
   86     1   2.3493037674033503e-174   6.0627082228231020e-176
   86     2   1.8244382655372513e-148   1.1769031728851794e-150
   86     3   2.5553343095239402e-133   7.3270508748443302e-136
   86     4   1.4309632148984899e-122   2.3084039873682557e-125
   86     5   3.1212090799246131e-114   3.2232127209654064e-117
   86     6   2.0385787272676404e-107   1.4623686123740555e-110
   86     7   1.1834578078714018e-101   6.2393184891812812e-105
   86     8    1.1690822495824666e-96   4.7208140234469004e-100
   86     9    2.9876502413363282e-92    9.5365342310686001e-96
   86    10    2.6292021036344660e-88    6.8012145567256964e-92
   86    11    9.7707180102727154e-85    2.0899834290033062e-88
   86    12    1.7826047732109527e-81    3.2059446647192918e-85
   86    13    1.7901459940674106e-78    2.7450440395277581e-82
   86    14    1.0815396043400168e-75    1.4310024082985569e-79
   86    15    4.2182157593315520e-73    4.8655164273537568e-77
   86    16    1.1241519858978415e-70    1.1405610183263219e-74
   86    17    2.1444477923488058e-68    1.9289629914903812e-72
   86    18    3.0431255293892628e-66    2.4438571956555868e-70
   86    19    3.3177485987550766e-64    2.3936118797937703e-68
   86    20    2.8558447078844009e-62    1.8613592728591665e-66
   86    21    1.9865790083362964e-60    1.1756621671266230e-64
   86    22    1.1393507352807417e-58    6.1504718775010995e-63
   86    23    5.4818665164914902e-57    2.7106376537292770e-61
   86    24    2.2464391350316874e-55    1.0213962938987863e-59
   86    25    7.9455845478666678e-54    3.3335909682828504e-58
   86    26    2.4542139690941343e-52    9.5322925387066636e-57
   86    27    6.6891035430140557e-51    2.4124471587266801e-55
   86    28    1.6237269781577939e-49    5.4528130104440386e-54
   86    29    3.5395225250161389e-48    1.1096828426004415e-52
   86    30    6.9806156598236946e-47    2.0480852750681785e-51
   86    31    1.2539284907861684e-45    3.4507440967303117e-50
   86    32    2.0640332191428771e-44    5.3390794919074108e-49
   86    33    3.1305221438793380e-43    7.6268357939438148e-48
   86    34    4.3969336010826382e-42    1.0108175037634628e-46
   86    35    5.7451756063517621e-41    1.2485106048717921e-45
   86    36    7.0128732528027789e-40    1.4430430561252234e-44
   86    37    8.0278114450117744e-39    1.5666213603249134e-43
   86    38    8.6485284752285029e-38    1.6030457449076595e-42
   86    39    8.7972439120126099e-37    1.5509835449963265e-41
   86    40    8.4745784680901443e-36    1.4230654696284926e-40
   86    41    7.7529539693526496e-35    1.2415983436755673e-39
   86    42    6.7533107489665361e-34    1.0326955993381206e-38
   86    43    5.6144856931380990e-33    8.2076196989203698e-38
   86    44    4.4649646995612815e-32    6.2468925264406217e-37
   86    45    3.4036606896293020e-31    4.5624359318279305e-36
   86    46    2.4919544718998993e-30    3.2036195645028128e-35
   86    47    1.7554570831970921e-29    2.1665487961496440e-34
   86    48    1.1918924767387820e-28    1.4135212754327553e-33
   86    49    7.8122320459977478e-28    8.9108791015645083e-33
   86    50    4.9505848952144506e-27    5.4357532581193001e-32
   86    51    3.0373467346695550e-26    3.2130574544080886e-31
   86    52    1.8066163391949488e-25    1.8427240539078127e-30
   86    53    1.0430742152660310e-24    1.0266353740823730e-29
   86    54    5.8526895923359662e-24    5.5627211290972738e-29
   86    55    3.1950054132040701e-23    2.9345852233501462e-28
   86    56    1.6987205191702979e-22    1.5088357370774164e-27
   86    57    8.8052227345647414e-22    7.5682668843527555e-27
   86    58    4.4538731900680539e-21    3.7069035580783580e-26
   86    59    2.2004128083986858e-20    1.7744626052719630e-25
   86    60    1.0626963064566632e-19    8.3085279273184448e-25
   86    61    5.0211616532086336e-19    3.8082533060738381e-24
   86    62    2.3228612092580354e-18    1.7100074168898264e-23
   86    63    1.0528927124165781e-17    7.5274979391547008e-23
   86    64    4.6793911368411488e-17    3.2507157318906319e-22
   86    65    2.0404560977444762e-16    1.3780479168893761e-21
   86    66    8.7351980753916909e-16    5.7381886888224677e-21
   86    67    3.6735688702120297e-15    2.3483694420968893e-20
   86    68    1.5185322943188840e-14    9.4511237574606531e-20
   86    69    6.1733320539788943e-14    3.7424789744629527e-19
   86    70    2.4694704633522828e-13    1.4588726108165822e-18
   86    71    9.7251330261056520e-13    5.6010695866166875e-18
   86    72    3.7722837018642255e-12    2.1189686742447073e-17
   86    73    1.4418860881977195e-11    7.9026694363286614e-17
   86    74    5.4333506024879618e-11    2.9067413226227780e-16
   86    75    2.0192920641448032e-10    1.0548776585966935e-15
   86    76    7.4046091968652430e-10    3.7786222912598979e-15
   86    77    2.6800728977766551e-09    1.3364913509163615e-14
   86    78    9.5784594902305791e-09    4.6693791044787035e-14
   86    79    3.3814741095648941e-08    1.6120006869698261e-13
   86    80    1.1795829430214122e-07    5.5008687245056902e-13
   86    81    4.0673152167033446e-07    1.8560879370091984e-12
   86    82    1.3867032709739073e-06    6.1944522552147920e-12
   86    83    4.6761649733445460e-06    2.0453854340411744e-11
   86    84    1.5601125664472164e-05    6.6840738590764042e-11
   86    85    5.1511760376321140e-05    2.1623325280413945e-10
   86    86    1.6836864131951890e-04    6.9268504159809748e-10
   86    87    5.4492419967368786e-04    2.1978292724421824e-09
   86    88    1.7467979230897561e-03    6.9088480263386801e-09
   86    89    5.5473889743858536e-03    2.1521660260178306e-08
   86    90    1.7457333452348255e-02    6.6451624310915333e-08
   86    91    5.4451633671295019e-02    2.0341964527376583e-07
   86    92    1.6837771192298490e-01    6.1749305084077910e-07
   86    93    5.1628876194202500e-01    1.8591498019686688e-06
   86    94    1.5700941173005067e+00    5.5530042808104948e-06
   86    95    4.7366491781055666e+00    1.6457285648000115e-05
   86    96    1.4177967456814896e+01    4.8404690074447732e-05
   86    97    4.2114912897309814e+01    1.4131735401168579e-04
   86    98    1.2416990042788063e+02    4.0959964817707974e-04
   86    99    3.6343943061414876e+02    1.1788387887442821e-03
   87     0    0.0000000000000000e+00    0.0000000000000000e+00
   87     1   8.4832224237072163e-177   2.2146808083404952e-178
   87     2   1.3175502463453805e-150   8.5980239117222339e-153
   87     3   2.7678922557618929e-135   8.0287724274206541e-138
   87     4   2.0664719622481603e-124   3.3723256862271144e-127
   87     5   5.6335685268558591e-116   5.8852374718655613e-119
   87     6   4.4147685809293689e-109   3.2036772562048282e-112
   87     7   2.9895605953239750e-103   1.5944092709540745e-106
   87     8    3.3744872862139263e-98   1.3784271300915245e-101
   87     9    9.6995166246941299e-94    3.1319203332778056e-97
   87    10    9.4819091702750716e-90    2.4811509674934078e-93
   87    11    3.8750196191781938e-86    8.3845499583851216e-90
   87    12    7.7101518247296704e-83    1.4026440260811260e-86
   87    13    8.3853131387908982e-80    1.3006406509990015e-83
   87    14    5.4539082158127913e-77    7.2992129546414252e-81
   87    15    2.2782235721109559e-74    2.6580269239088613e-78
   87    16    6.4736516089038278e-72    6.6435134814214946e-76
   87    17    1.3115530114224451e-69    1.1932760235722226e-73
   87    18    1.9697909111975835e-67    1.5999775938454970e-71
   87    19    2.2657936071407462e-65    1.6533283564982901e-69
   87    20    2.0519776401051117e-63    1.3526548178851989e-67
   87    21    1.4979842474713968e-61    8.9658704345749450e-66
   87    22    8.9955070246747736e-60    4.9110513564620868e-64
   87    23    4.5222507884304975e-58    2.2614362621218333e-62
   87    24    1.9326202516641698e-56    8.8863061988772081e-61
   87    25    7.1160383288067506e-55    3.0191720061561343e-59
   87    26    2.2844388958282220e-53    8.9725351816675511e-58
   87    27    6.4615460454966194e-52    2.3564822056385317e-56
   87    28    1.6254607060165858e-50    5.5196130767331729e-55
   87    29    3.6672333565158481e-49    1.1625285369916340e-53
   87    30    7.4763753893883656e-48    2.2179013125731843e-52
   87    31    1.3866942564454098e-46    3.8583626495994018e-51
   87    32    2.3543607223404423e-45    6.1572984221132630e-50
   87    33    3.6794861970592086e-44    9.0628973906196026e-49
   87    34    5.3201698143323182e-43    1.2364740794073252e-47
   87    35    7.1498742819425776e-42    1.5707535699490045e-46
   87    36    8.9690443731889250e-41    1.8656659681340640e-45
   87    37    1.0542837691989718e-39    2.0797549677637750e-44
   87    38    1.1654289464139027e-38    2.1835356324470407e-43
   87    39    1.2155226493440474e-37    2.1660929569100109e-42
   87    40    1.1998095180690629e-36    2.0363617424766104e-41
   87    41    1.1239792702401011e-35    1.8192405832382597e-40
   87    42    1.0019291724725543e-34    1.5484325521621649e-39
   87    43    8.5193017315464924e-34    1.2586135295269018e-38
   87    44    6.9253500999011426e-33    9.7915191265280581e-38
   87    45    5.3934448589581959e-32    7.3056694060094166e-37
   87    46    4.0321150646916599e-31    5.2379054162870617e-36
   87    47    2.8989566726633073e-30    3.6151329650533779e-35
   87    48    2.0078990765787534e-29    2.4059776384108174e-34
   87    49    1.3419490541395206e-28    1.5464852583011373e-33
   87    50    8.6673035534451726e-28    9.6146004559084039e-33
   87    51    5.4175912302203930e-27    5.7896700596215412e-32
   87    52    3.2816084920146592e-26    3.3813010383303791e-31
   87    53    1.9287506116386222e-25    1.9176035428286584e-30
   87    54    1.1012693510477943e-24    1.0572700209226168e-29
   87    55    6.1154692156499308e-24    5.6734094581199837e-29
   87    56    3.3063485624154601e-23    2.9661038291402825e-28
   87    57    1.7421644096670580e-22    1.5123113499790823e-27
   87    58    8.9550334198190880e-22    7.5268760992094163e-27
   87    59    4.4944572126928053e-21    3.6600922728361490e-26
   87    60    2.2044160629313953e-20    1.7403572637701586e-25
   87    61    1.0574789165286048e-19    8.0984325119156046e-25
   87    62    4.9653483489872546e-19    3.6907076513416651e-24
   87    63    2.2837533005626701e-18    1.6484597442044285e-23
   87    64    1.0296185074344708e-17    7.2211429932882436e-23
   87    65    4.5532655346633839e-17    3.1043967603887339e-22
   87    66    1.9763659025002867e-16    1.3105805552500350e-21
   87    67    8.4250984416943003e-16    5.4365645149160398e-21
   87    68    3.5293880781873975e-15    2.2172113988643247e-20
   87    69    1.4537271688690249e-14    8.8950373150335354e-20
   87    70    5.8905669464670099e-14    3.5121459973056070e-19
   87    71    2.3493276435620518e-13    1.3655187475888373e-18
   87    72    9.2268726645888279e-13    5.2303415529787763e-18
   87    73    3.5702046351462541e-12    1.9745490696771381e-17
   87    74    1.3616142183766396e-11    7.3502357483024434e-17
   87    75    5.1206391427077707e-11    2.6990579291429407e-16
   87    76    1.8996891949287779e-10    9.7808248466510533e-16
   87    77    6.9550651102826044e-10    3.4991198704450702e-15
   87    78    2.5138842840598881e-09    1.2362983608347087e-14
   87    79    8.9737404994748808e-09    4.3154258458094028e-14
   87    80    3.1647429298153844e-08    1.4887051050170379e-13
   87    81    1.1030287008365256e-07    5.0771666311368155e-13
   87    82    3.8006669934633110e-07    1.7123775500347683e-12
   87    83    1.2950703768866072e-06    5.7131483073194801e-12
   87    84    4.3653427899525839e-06    1.8861530233874954e-11
   87    85    1.4559983129991112e-05    6.1634903386240075e-11
   87    86    4.8066496733169663e-05    1.9940835295566641e-10
   87    87    1.5710150354193440e-04    6.3891196189886906e-10
   87    88    5.0849598593153062e-04    2.0278223251531170e-09
   87    89    1.6303209687562451e-03    6.3769980243515140e-09
   87    90    5.1789580738331245e-03    1.9874799890074046e-08
   87    91    1.6304108342951595e-02    6.1402833704373647e-08
   87    92    5.0878618455226315e-02    1.8809139265263947e-07
   87    93    1.5741716387067556e-01    5.7139541456725355e-07
   87    94    4.8299109517855765e-01    1.7217943266260871e-06
   87    95    1.4698910672674896e+00    5.1474116376444199e-06
   87    96    4.4378843543682045e+00    1.5270146827828875e-05
   87    97    1.3295193093930521e+01    4.4959872873299805e-05
   87    98    3.9529518386974189e+01    1.3140525847083731e-04
   87    99    1.1666334154261010e+02    3.8131332909802161e-04
   88     0    0.0000000000000000e+00    0.0000000000000000e+00
   88     1   3.0284415781576293e-179   7.9971443829545626e-181
   88     2   9.4068080418102091e-153   6.2092093039215084e-155
   88     3   2.9640692570066196e-137   8.6966000694659216e-140
   88     4   2.9503202270866294e-126   4.8699954531477262e-129
   88     5   1.0052730132957959e-117   1.0622373663413368e-120
   88     6   9.4521259883726910e-111   6.9378466449820362e-114
   88     7   7.4662869279517633e-105   4.0276177614884292e-108
   88     8   9.6297528059943068e-100   3.9786755296939504e-103
   88     9    3.1132727458667994e-95    1.0167657427983883e-98
   88    10    3.3807785567236690e-91    8.9477225199547774e-95
   88    11    1.5194033054039859e-87    3.3251563839871459e-91
   88    12    3.2970489508620674e-84    6.0664884859480352e-88
   88    13    3.8833615710671817e-81    6.0921013562140714e-85
   88    14    2.7191569899516561e-78    3.6805868848634563e-82
   88    15    1.2165460237284792e-75    1.4354861799954220e-79
   88    16    3.6858876800301219e-73    3.8255194689542972e-77
   88    17    7.9310149905062694e-71    7.2975247738800787e-75
   88    18    1.2606578877605438e-68    1.0355574973901130e-72
   88    19    1.5299548409478671e-66    1.1289938655555071e-70
   88    20    1.4577962276531866e-64    9.7179785493903517e-69
   88    21    1.1168627655225952e-62    6.7598939893509963e-67
   88    22    7.0224757180784160e-61    3.8768910985562872e-65
   88    23    3.6887792987361642e-59    1.8652890469902631e-63
   88    24    1.6440155233239899e-57    7.6436928185986851e-62
   88    25    6.3017927892526825e-56    2.7034892241168177e-60
   88    26    2.1026461803739717e-54    8.3502741905530380e-59
   88    27    6.1720698128849359e-53    2.2758572774416167e-57
   88    28    1.6090604116973269e-51    5.5243112347986118e-56
   88    29    3.7572628011372752e-50    1.2041956094205476e-54
   88    30    7.9183481892438030e-49    2.3748297315782073e-53
   88    31    1.5164983941578286e-47    4.2657661078546467e-52
   88    32    2.6557671001019881e-46    7.0214298513413523e-51
   88    33    4.2768676093136288e-45    1.0649012110997443e-49
   88    34    6.3661530973568001e-44    1.4956332950911849e-48
   88    35    8.7998943593856983e-43    1.9541602598543520e-47
   88    36    1.1344580988620157e-41    2.3852474880693695e-46
   88    37    1.3693621460379831e-40    2.7303234878440262e-45
   88    38    1.5532391991112819e-39    2.9412876676356823e-44
   88    39    1.6611052057571552e-38    2.9917070985001503e-43
   88    40    1.6800919079541808e-37    2.8818175036501199e-42
   88    41    1.6117029086113134e-36    2.6362721394076563e-41
   88    42    1.4702870268889520e-35    2.2962180470623489e-40
   88    43    1.2786516023092343e-34    1.9088789126034599e-39
   88    44    1.0625006361616263e-33    1.5179485413385459e-38
   88    45    8.4539505848584548e-33    1.1570562307531882e-37
   88    46    6.4537045873552909e-32    8.4706360829785992e-37
   88    47    4.7357264856667322e-31    5.9666743588834733e-36
   88    48    3.3461872393546663e-30    4.0508283569210488e-35
   88    49    2.2803988071743544e-29    2.6548802923205526e-34
   88    50    1.5011906595371750e-28    1.6822391239874801e-33
   88    51    9.5598935338286402e-28    1.0320133559112963e-32
   88    52    5.8973011758629338e-27    6.1378304524246937e-32
   88    53    3.5285277018152257e-26    3.5434018865428540e-31
   88    54    2.0502140794053932e-25    1.9879943305409456e-30
   88    55    1.1581550466531170e-24    1.0851352132571752e-29
   88    56    6.3674469007894792e-24    5.7687925291639887e-29
   88    57    3.4106668525143777e-23    2.9898688902374753e-28
   88    58    1.7815968711291675e-22    1.5121556621432119e-27
   88    59    9.0839515969699481e-22    7.4697776786691838e-27
   88    60    4.5249538620556573e-21    3.6070778099919981e-26
   88    61    2.2038764666602313e-20    1.7040851899054218e-25
   88    62    1.0503550439993783e-19    7.8822283795351948e-25
   88    63    4.9021458032951661e-19    3.5722873459332196e-24
   88    64    2.2420609894286364e-18    1.5873984457040451e-23
   88    65    1.0055762440531778e-17    6.9207949860945580e-23
   88    66    4.4255836675644583e-17    2.9623158985790658e-22
   88    67    1.9124178114374214e-16    1.2455879662952976e-21
   88    68    8.1191070501182609e-16    5.1479645313670172e-21
   88    69    3.3883807124427787e-15    2.0924452633076351e-20
   88    70    1.3908138616503852e-14    8.3687171019994392e-20
   88    71    5.6177574578305348e-14    3.2951013878592183e-19
   88    72    2.2340291672848052e-13    1.2778895760083133e-18
   88    73    8.7508903227942426e-13    4.8835228093064037e-18
   88    74    3.3779273514055354e-12    1.8398431470955212e-17
   88    75    1.2854999140813423e-11    6.8362902532378646e-17
   88    76    4.8250168716013117e-11    2.5062779988305230e-16
   88    77    1.7869185130879295e-10    9.0693650835322401e-16
   88    78    6.5321626337792038e-10    3.2406082368927368e-15
   88    79    2.3578502625186351e-09    1.1437599989188107e-14
   88    80    8.4069197074015125e-09    3.9888954748316414e-14
   88    81    2.9618808099843681e-08    1.3750695956534446e-13
   88    82    1.0314571736723485e-07    4.6869506754686155e-13
   88    83    3.5516108524620789e-07    1.5800977772498445e-12
   88    84    1.2095466530166628e-06    5.2702916256713809e-12
