    k     n             Re[I(theta1)]             Im[I(theta1)]
   43    30    9.3466826533779188e-11    1.4602882506906795e-15
   43    31    4.3640469319550688e-10    6.4196557123994599e-15
   43    32    1.9560712560579038e-09    2.7152095110497673e-14
   43    33    8.4396881657024908e-09    1.1077429542700797e-13
   43    34    3.5139075594324845e-08    4.3696018813159430e-13
   43    35    1.4150026594246757e-07    1.6701082700230021e-12
   43    36    5.5223472890310840e-07    6.1972584638323631e-12
   43    37    2.0927205564558540e-06    2.2365965487848355e-11
   43    38    7.7139062194464403e-06    7.8636777347191943e-11
   43    39    2.7701771192866434e-05    2.6975748616114529e-10
   43    40    9.7062463821968219e-05    9.0414762658342004e-10
   43    41    3.3227492815860268e-04    2.9647303047083402e-09
   43    42    1.1127415115305545e-03    9.5220651191169480e-09
   43    43    3.6496367535835219e-03    2.9988821892797221e-08
   43    44    1.1736421111907704e-02    9.2708114797881864e-08
   43    45    3.7041759460788873e-02    2.8159352314745694e-07
   43    46    1.1484884530169795e-01    8.4112797937679291e-07
   43    47    3.5012458151533471e-01    2.4728505678306738e-06
   43    48    1.0503554476128849e+00    7.1609072560976201e-06
   43    49    3.1031408637363369e+00    2.0440369140863168e-05
   43    50    9.0350563764593890e+00    5.7551408851171829e-05
   43    51    2.5942848274748108e+01    1.5993638000235571e-04
   43    52    7.3508434969494900e+01    4.3895817233762099e-04
   43    53    2.0565923210169120e+02    1.1904971474124011e-03
   43    54    5.6845258501993499e+02    3.1922224885646061e-03
   43    55    1.5531185859442940e+03    8.4670922802267349e-03
   43    56    4.1965802313201411e+03    2.2225732320353145e-02
   43    57    1.1219435573920535e+04    5.7763198785596666e-02
   43    58    2.9690926444125940e+04    1.4869683547963511e-01
   43    59    7.7810088083906521e+04    3.7929708794086875e-01
   43    60    2.0201323275591098e+05    9.5906317647383843e-01
   43    61    5.1977891679520789e+05    2.4046883030595319e+00
   43    62    1.3258886494107652e+06    5.9808107061469471e+00
   43    63    3.3542206223182087e+06    1.4760098543508525e+01
   43    64    8.4180504031589217e+06    3.6155763638129386e+01
   43    65    2.0965193893191937e+07    8.7932497440423347e+01
   43    66    5.1829769818466172e+07    2.1238466055010596e+02
   43    67    1.2722490045219915e+08    5.0957861793359967e+02
   43    68    3.1016373747183478e+08    1.2148440129764865e+03
   43    69    7.5118025377088153e+08    2.8784117488342308e+03
   43    70    1.8077343295648580e+09    6.7796201752641391e+03
   43    71    4.3237501495087795e+09    1.5877066229090738e+04
   43    72    1.0280537421022522e+10    3.6977343460597840e+04
   43    73    2.4304668998209797e+10    8.5661520164841568e+04
   43    74    5.7143606860050446e+10    1.9742434639609276e+05
   43    75    1.3363837946039384e+11    4.5274862492343225e+05
   43    76    3.1092692239500800e+11    1.0333044575311759e+06
   43    77    7.1981946652101172e+11    2.3473843851410314e+06
   43    78    1.6584344459009810e+12    5.3087446263503460e+06
   43    79    3.8032140910464531e+12    1.1954055274631949e+07
   43    80    8.6825314738717266e+12    2.6805002101536136e+07
   43    81    1.9735481840305238e+13    5.9862157432540938e+07
   43    82    4.4669894155901141e+13    1.3316225394183983e+08
   43    83    1.0069444523851880e+14    2.9509113178633082e+08
   43    84    2.2608655767119684e+14    6.5152219075116050e+08
   43    85    5.0567981520156763e+14    1.4333425347814536e+09
   43    86    1.1268316615736293e+15    3.1424341326540909e+09
   43    87    2.5019227368848685e+15    6.8663129981617222e+09
   43    88    5.5356311829157840e+15    1.4954304762688374e+10
   43    89    1.2206297459543984e+16    3.2466566160813351e+10
   43    90    2.6826728455524008e+16    7.0270757967092270e+10
   43    91    5.8770610039127328e+16    1.5164222975126776e+11
   43    92    1.2835168918112934e+17    3.2629509051340833e+11
   43    93    2.7946701913397834e+17    7.0013528874570166e+11
   43    94    6.0671448848302592e+17    1.4981982829230750e+12
   43    95    1.3134056342620920e+18    3.1974670778437642e+12
   43    96    2.8353629345138478e+18    6.8065127007594473e+12
   43    97    6.1044569244593848e+18    1.4452939543856463e+13
   43    98    1.3108292622611644e+19    3.0614748658880844e+13
   43    99    2.8076109294392443e+19    6.4695959800856164e+13
   44     0  -3.7095613641335884e-148  -4.8815870705684686e-154
   44     1    2.8243038517688682e-77    3.7286688894690318e-79
   44     2    5.0017536252898055e-64    1.6512427616729731e-66
   44     3    2.8307440512616082e-56    4.1554844333901680e-59
   44     4    9.0337683703165876e-51    7.4647395082305587e-54
   44     5    1.6922864351954629e-46    8.9575163263526352e-50
   44     6    5.2833720520122097e-43    1.9441772516399294e-46
   44     7    4.7965353119856060e-40    1.2984252195561184e-43
   44     8    1.7653171833617662e-37    3.6641269188663725e-41
   44     9    3.2634043437828021e-35    5.3609205291404115e-39
   44    10    3.5076868201584671e-33    4.6760878852770283e-37
   44    11    2.4333100600115295e-31    2.6863584752901517e-35
   44    12    1.1766986349308822e-29    1.0940202422401649e-33
   44    13    4.2056744602173169e-28    3.3398109063072036e-32
   44    14    1.1626783003555794e-26    7.9818805293400661e-31
   44    15    2.5774627805075636e-25    1.5456731324268020e-29
   44    16    4.7168601547778303e-24    2.4934623616091186e-28
   44    17    7.2972792717241975e-23    3.4277530629584122e-27
   44    18    9.7333634781299716e-22    4.0916093268529087e-26
   44    19    1.1379322020807592e-20    4.3081119498555473e-25
   44    20    1.1824283448930258e-19    4.0547532369901950e-24
   44    21    1.1051047415189117e-18    3.4502844780395318e-23
   44    22    9.3852189846586644e-18    2.6803816314086153e-22
   44    23    7.3071083594000450e-17    1.9171691259969472e-21
   44    24    5.2560742805384292e-16    1.2718804581911130e-20
   44    25    3.5166913863309007e-15    7.8769906309305014e-20
   44    26    2.2016990236497138e-14    4.5801162495211550e-19
   44    27    1.2966754890342797e-13    2.5129670651560847e-18
   44    28    7.2177298952089874e-13    1.3068996149735769e-17
   44    29    3.8132496657671889e-12    6.4682479777094564e-17
   44    30    1.9193619853322841e-11    3.0576296669338802e-16
   44    31    9.2355833156597604e-11    1.3849882931875678e-15
   44    32    4.2614170177765153e-10    6.0289779157500876e-15
   44    33    1.8907656071743442e-09    2.5289015077951164e-14
   44    34    8.0875524106490974e-09    1.0246136517032028e-13
   44    35    3.3426964076255465e-08    4.0186945774940978e-13
   44    36    1.3378136653851234e-07    1.5289062865032408e-12
   44    37    5.1946332008415875e-07    5.6526076283999287e-12
   44    38    1.9604142222630707e-06    2.0343449305210545e-11
   44    39    7.2025485225853367e-06    7.1381415347187413e-11
   44    40    2.5800398162924859e-05    2.4454280008612778e-10
   44    41    9.0235038898232568e-05    8.1905042881288129e-10
   44    42    3.0852784077359686e-04    2.6852604920512795e-09
   44    43    1.0325352814472783e-03    8.6273488802720390e-09
   44    44    3.3860308069938558e-03    2.7192136786399778e-08
   44    45    1.0891879033346706e-02    8.4161244018599553e-08
   44    46    3.4400153046498218e-02    2.5602497945797472e-07
   44    47    1.0677149813333697e-01    7.6617106278519491e-07
   44    48    3.2595209137608100e-01    2.2573023405392521e-06
   44    49    9.7948598483482807e-01    6.5523824863250908e-06
   44    50    2.8994099365935719e+00    1.8752475619491504e-05
   44    51    8.4603627960327739e+00    5.2948445769565712e-05
   44    52    2.4351123246386695e+01    1.4758797266885683e-04
   44    53    6.9177586174691825e+01    4.0635315647397742e-04
   44    54    1.9407888499607046e+02    1.1057274570388988e-03
   44    55    5.3801358040822458e+02    2.9751399470718367e-03
   44    56    1.4744579619129709e+03    7.9193916462647271e-03
   44    57    3.9967355969795626e+03    2.0864104563837926e-02
   44    58    1.0720384580750486e+04    5.4427519319454686e-02
   44    59    2.8466527468285192e+04    1.4064531609159367e-01
   44    60    7.4860891175421275e+04    3.6015335364660422e-01
   44    61    1.9504717875158082e+05    9.1424732960841593e-01
   44    62    5.0367172517556004e+05    2.3014643127672070e+00
   44    63    1.2895243030086227e+06    5.7471372618729397e+00
   44    64    3.2743773434680388e+06    1.4241012361903971e+01
   44    65    8.2486171338908030e+06    3.5026802458137382e+01
   44    66    2.0621300106620677e+07    8.5536688252164211e+01
   44    67    5.1174822933192194e+07    2.0744962441439628e+02
   44    68    1.2610115320453656e+08    4.9979452929097857e+02
   44    69    3.0861397195032972e+08    1.1964485126451048e+03
   44    70    7.5032961355850887e+08    2.8465595176700926e+03
   44    71    1.8127160663066163e+09    6.7323338208665382e+03
   44    72    4.3525646508596516e+09    1.5831464780891227e+04
   44    73    1.0389402920531332e+10    3.7023156347951721e+04
   44    74    2.4657774417953671e+10    8.6120301562155844e+04
   44    75    5.8199490999165207e+10    1.9929507537636487e+05
   44    76    1.3663656027997310e+11    4.5890435540568794e+05
   44    77    3.1913466026170654e+11    1.0516100516139106e+06
   44    78    7.4167549866901636e+11    2.3986309377360749e+06
   44    79    1.7153677589867939e+12    5.4464627410970544e+06
   44    80    3.9488567850219868e+12    1.2313215700588303e+07
   44    81    9.0494255679524453e+12    2.7720117064368173e+07
   44    82    2.0647530541015223e+13    6.2150339758851878e+07
   44    83    4.6910725377184547e+13    1.3879463688904116e+08
   44    84    1.0614270417755756e+14    3.0877076571492320e+08
   44    85    2.3920864353023278e+14    6.8436122729326546e+08
   44    86    5.3701310838752575e+14    1.5113662371074181e+09
   44    87    1.2010600204024605e+15    3.3261095310864367e+09
   44    88    2.6764853968854135e+15    7.2951032488927145e+09
   44    89    5.9433601957688150e+15    1.5947704892476425e+10
   44    90    1.3152584683612374e+16    3.4751926983931564e+10
   44    91    2.9009832294670288e+16    7.5494278848495346e+10
   44    92    6.3778740203352616e+16    1.6350935547434103e+11
   44    93    1.3977942976196680e+17    3.5310355973667859e+11
   44    94    3.0541173969292704e+17    7.6037639139782336e+11
   44    95    6.6533510447808870e+17    1.6328901854926006e+12
   44    96    1.4452506259579960e+18    3.4972016755330840e+12
   44    97    3.1306058339000602e+18    7.4705405564696221e+12
   44    98    6.7628438508248146e+18    1.5917768231849285e+13
   44    99    1.4570623899720499e+19    3.3833051199480617e+13
   45     0  -4.4855942547447056e-152  -4.4856058037267334e-152
   45     1    1.9716343300373305e-79    2.6621215875324254e-81
   45     2    6.9824323964936058e-66    2.3574785861974365e-68
   45     3    5.9261542432701581e-58    8.8968638776226313e-61
   45     4    2.5207823706560966e-52    2.1301533676572936e-55
   45     5    5.9001691169419849e-48    3.1936785072759192e-51
   45     6    2.2093077426421172e-44    8.3132991313254176e-48
   45     7    2.3385779326752762e-41    6.4730593937065433e-45
   45     8    9.8294838326804915e-39    2.0860239022025401e-42
   45     9    2.0425978293053498e-36    3.4305283873519217e-40
   45    10    2.4372592753013288e-34    3.3215338834599038e-38
   45    11    1.8579874751693688e-32    2.0967491433807911e-36
   45    12    9.7910998870863413e-31    9.3043828152602578e-35
   45    13    3.7866687765593908e-29    3.0732305514488374e-33
   45    14    1.1259539538460718e-27    7.8989689505806150e-32
   45    15    2.6707498694006608e-26    1.6364853346107611e-30
   45    16    5.2059659960366747e-25    2.8115863255216648e-29
   45    17    8.5443643755618083e-24    4.0998922599440088e-28
   45    18    1.2047864733792553e-22    5.1728107629164095e-27
   45    19    1.4842708016225016e-21    5.7386221261642251e-26
   45    20    1.6206185216119960e-20    5.6745370967383045e-25
   45    21    1.5874365518026774e-19    5.0598973171440529e-24
   45    22    1.4096257641556401e-18    4.1094294231526872e-23
   45    23    1.1450889989646470e-17    3.0662609595108432e-22
   45    24    8.5769789717500516e-17    2.1178816404924782e-21
   45    25    5.9648410757277935e-16    1.3631171656706015e-20
   45    26    3.8751346104286515e-15    8.2231375481053656e-20
   45    27    2.3645580091707380e-14    4.6736915178692352e-19
   45    28    1.3617022551505970e-13    2.5141964894930301e-18
   45    29    7.4328466503692993e-13    1.2854096599388212e-17
   45    30    3.8605485858149319e-12    6.2688841471681920e-17
   45    31    1.9145954941558815e-11    2.9260999506332654e-16
   45    32    9.0950902924009351e-11    1.3111220691596964e-15
   45    33    4.1502969607529240e-10    5.6550316609920458e-15
   45    34    1.8239852874766210e-09    2.3536419470250251e-14
   45    35    7.7385923004766924e-09    9.4741390998941555e-14
   45    36    3.1764454323724337e-08    3.6959786465054750e-13
   45    37    1.2639254216041932e-07    1.4000089512910209e-12
   45    38    4.8842042198072568e-07    5.1581998324396207e-12
   45    39    1.8360620594521712e-06    1.8515088920674452e-11
   45    40    6.7247239917043363e-06    6.4841653314319466e-11
   45    41    2.4031265156801241e-05    2.2185781631679012e-10
   45    42    8.3901434678678084e-05    7.4256689503095173e-10
   45    43    2.8654087720649050e-04    2.4341350541426943e-09
   45    44    9.5835030400444842e-04    7.8230107425513057e-09
   45    45    3.1422745454140568e-03    2.4675299237636735e-08
   45    46    1.0110587205682659e-02    7.6457359481783737e-08
   45    47    3.1953809086566774e-02    2.3293045723783097e-07
   45    48    9.9279194128570183e-02    6.9829684152511927e-07
   45    49    3.0348307119094564e-01    2.0615525628033379e-06
   45    50    9.1344092358144258e-01    5.9979369605965890e-06
   45    51    2.7089750939738058e+00    1.7209003409640159e-05
   45    52    7.9213303855652084e+00    4.8722679983959384e-05
   45    53    2.2852435573963984e+01    1.3620310170439127e-04
   45    54    6.5082580774063999e+01    3.7615486603567049e-04
   45    55    1.8307825358295764e+02    1.0268323852591331e-03
   45    56    5.0895165529521148e+02    2.7720549188567610e-03
   45    57    1.3989408491482343e+03    7.4041897463415374e-03
   45    58    3.8037206832892330e+03    1.9575794945358278e-02
   45    59    1.0235207878282765e+04    5.1251858797412113e-02
   45    60    2.7267513258295672e+04    1.3292925104026040e-01
   45    61    7.1949475511281431e+04    3.4167676150726900e-01
   45    62    1.8810762704850655e+05    8.7066072105622516e-01
   45    63    4.8745765384680964e+05    2.2002284615828738e+00
   45    64    1.2524669814422973e+06    5.5158333522399046e+00
   45    65    3.1917906983024520e+06    1.3721804978619115e+01
   45    66    8.0700118857858954e+06    3.3883927969588257e+01
   45    67    2.0249394364564516e+07    8.3076492790945892e+01
   45    68    5.0439219256482132e+07    2.0229174797357715e+02
   45    69    1.2475494295994557e+08    4.8933025258132125e+02
   45    70    3.0647108795680207e+08    1.1761237387469782e+03
   45    71    7.4794175951056314e+08    2.8095021183277545e+03
   45    72    1.8138107849930105e+09    6.6715220236218565e+03
   45    73    4.3717669309891481e+09    1.5751765305238450e+04
   45    74    1.0474986830977575e+10    3.6985184468336091e+04
   45    75    2.4955602439101532e+10    8.6377828838996997e+04
   45    76    5.9126686887653664e+10    2.0069234328309822e+05
   45    77    1.3934108146259375e+11    4.6396800499155698e+05
   45    78    3.2668620014023425e+11    1.0674448146959641e+06
   45    79    7.6209830502537732e+11    2.4443951412334265e+06
   45    80    1.7692506279903372e+12    5.5722615560278725e+06
   45    81    4.0882038905747324e+12    1.2647027381685717e+07
   45    82    9.4038238820643691e+12    2.8582649982721917e+07
   45    83    2.1536072124428207e+13    6.4332630224233083e+07
   45    84    4.9110846744518578e+13    1.4422159196721816e+08
   45    85    1.1153052717368109e+14    3.2207170668916965e+08
   45    86    2.5227240784776081e+14    7.1655447604351819e+08
   45    87    5.6840454730475688e+14    1.5884341905873001e+09
   45    88    1.2758723726394778e+15    3.5088089865435534e+09
   45    89    2.8534285237637815e+15    7.7244222017933044e+09
   45    90    6.3589173131679960e+15    1.6948513423261312e+10
   45    91    1.4122135061012870e+16    3.7067940072418106e+10
   45    92    3.1258020100328636e+16    8.0817767522441284e+10
   45    93    6.8961677988999184e+16    1.7566920021645624e+11
   45    94    1.5166285567050282e+17    3.8071690526313831e+11
   45    95    3.3251714786811571e+17    8.2273974507439941e+11
   45    96    7.2685744084153306e+17    1.7730103888367251e+12
   45    97    1.5842380983042260e+18    3.8105005330345771e+12
   45    98    3.4431984916792182e+18    8.1678354487852998e+12
   45    99    7.4628931381827686e+18    1.7462935898809260e+13
   46     0   1.3370767796557460e-161  -1.0612145845091516e-155
   46     1    1.3464705180161993e-81    1.8584167282569114e-83
   46     2    9.5356298811503719e-68    3.2910065819757206e-70
   46     3    1.2136903551864185e-59    1.8625219241838243e-62
   46     4    6.8813002025260436e-54    5.9437869303005285e-57
   46     5    2.0124805104748316e-49    1.1134222116814827e-52
   46     6    9.0383152324964072e-46    3.4760576176237311e-49
   46     7    1.1155103976463489e-42    3.1556664767142875e-46
   46     8    5.3548741543978419e-40    1.1613728411682881e-43
   46     9    1.2508929000269505e-37    2.1468560415715393e-41
   46    10    1.6570067431223647e-35    2.3074562080467783e-39
   46    11    1.3881861280275442e-33    1.6006193557476330e-37
   46    12    7.9721757048852941e-32    7.7398220420372290e-36
   46    13    3.3364088273986757e-30    2.7661355381023199e-34
   46    14    1.0670988067229249e-28    7.6465618954435426e-33
   46    15    2.7084519443099866e-27    1.6949794104803858e-31
   46    16    5.6237031656240673e-26    3.1016067130401099e-30
   46    17    9.7926075176789883e-25    4.7979142679105425e-29
   46    18    1.4597734733316021e-23    6.3989407672762933e-28
   46    19    1.8952562737163338e-22    7.4801578512654002e-27
   46    20    2.1745826249790342e-21    7.7716596720462489e-26
   46    21    2.2325995506983673e-20    7.2624312303973503e-25
   46    22    2.0730910051837795e-19    6.1667659938053982e-24
   46    23    1.7572066282403978e-18    4.8005127626580942e-23
   46    24    1.3706702991494871e-17    3.4524459408462394e-22
   46    25    9.9089195239829994e-17    2.3094947862768109e-21
   46    26    6.6806156104910116e-16    1.4456120946741933e-20
   46    27    4.2238504400881632e-15    8.5119627816110687e-20
   46    28    2.5167702252063140e-14    4.7369289228970630e-19
   46    29    1.4195015855462599e-13    2.5019711192854591e-18
   46    30    7.6085813885996054e-13    1.2590050690553177e-17
   46    31    3.8895095353043708e-12    6.0563496777403217e-17
   46    32    1.9024289240844211e-11    2.7936301791461037e-16
   46    33    8.9292125522975056e-11    1.2391185228649726e-15
   46    34    4.0323925868542385e-10    5.2983949311579425e-15
   46    35    1.7563442054669627e-09    2.1891110104852821e-14
   46    36    7.3946185322457504e-09    8.7579300287798904e-14
   46    37    3.0155264155888181e-08    3.3992795655829000e-13
   46    38    1.1933337966084113e-07    1.2823216222553912e-12
   46    39    4.5904807829619142e-07    4.7091576338679634e-12
   46    40    1.7192542181934186e-06    1.6860947603207950e-11
   46    41    6.2783273222140142e-06    5.8941308920793933e-11
   46    42    2.2385096595748744e-05    2.0142725432770911e-10
   46    43    7.8024646451332416e-05    6.7374918504344359e-10
   46    44    2.6617695957329996e-04    2.2082273362553381e-09
   46    45    8.8970850424568266e-04    7.0991301411173753e-09
   46    46    2.9167848244771272e-03    2.2407942217532671e-08
   46    47    9.3875406849955254e-03    6.9506582549948113e-08
   46    48    2.9687569655657962e-02    2.1205231124739457e-07
   46    49    9.2327865808100901e-02    6.3678917179548356e-07
   46    50    2.8259444880413770e-01    1.8836697966408979e-06
   46    51    8.5189026216683650e-01    5.4925155399756058e-06
   46    52    2.5309886684095453e+00    1.5797118201117366e-05
   46    53    7.4158828735800153e+00    4.4842540178802047e-05
   46    54    2.1441977673139863e+01    1.2570668410723414e-04
   46    55    6.1213069002088531e+01    3.4819131444396021e-04
   46    56    1.7263734474209974e+02    9.5343486855274597e-04
   46    57    4.8123531431818020e+02    2.5821848290680906e-03
   46    58    1.3265422704406542e+03    6.9199807346219050e-03
   46    59    3.6176201011284656e+03    1.8358237671471940e-02
   46    60    9.7644983621722513e+03    4.8232842279295661e-02
   46    61    2.6096306416423642e+04    1.2554757467982730e-01
   46    62    6.9084099203617967e+04    3.2388175777737482e-01
   46    63    1.8122008646971465e+05    8.2837737446381421e-01
   46    64    4.7121046783693676e+05    2.1012454209260740e+00
   46    65    1.2149195915100782e+06    5.2877168886787160e+00
   46    66    3.1069962552542947e+06    1.3204798965724036e+01
   46    67    7.8835977546156012e+06    3.2733359826250393e+01
   46    68    1.9852830214383900e+07    8.0567825296889509e+01
   46    69    4.9630939160404839e+07    1.9695021603050532e+02
   46    70    1.2320461774738657e+08    4.7827898217158122e+02
   46    71    3.0377570920966464e+08    1.1540840961151391e+03
   46    72    7.4410274754604661e+08    2.7677164576300943e+03
   46    73    1.8111907917440572e+09    6.5982076750716897e+03
   46    74    4.3816752331480589e+09    1.5640071369310086e+04
   46    75    1.0537801166926641e+10    3.6867530968153442e+04
   46    76    2.5198743988701954e+10    8.6441532907776229e+04
   46    77    5.9925053748832169e+10    2.0162805512092519e+05
   46    78    1.4174791875861560e+11    4.6795410319605930e+05
   46    79    3.3356344088444214e+11    1.0808114187250221e+06
   46    80    7.8102572612413550e+11    2.4846118594929823e+06
   46    81    1.8198938173682559e+12    5.6858308005192084e+06
   46    82    4.2207189639819907e+12    1.2954425891307784e+07
   46    83    9.7442783886534355e+12    2.9389408736263592e+07
   46    84    2.2397339690204637e+13    6.6400161566187486e+07
   46    85    5.1260746650179227e+13    1.4941971886665663e+08
   46    86    1.1683449625725495e+14    3.3493450656539989e+08
   46    87    2.6522146820101631e+14    7.4795541158093846e+08
   46    88    5.9972113127199575e+14    1.6641943064145918e+09
   46    89    1.3509609948158345e+15    3.6897051054743481e+09
   46    90    3.0320534525781890e+15    8.1523645802560959e+09
   46    91    6.7807461213230760e+15    1.7952426081317711e+10
   46    92    1.5111549233676440e+16    3.9405060801453117e+10
   46    93    3.3564023931046876e+16    8.6220451503195923e+10
   46    94    7.4304251958291824e+16    1.8807742795490045e+11
   46    95    1.6397117846303443e+17    4.0904246893601935e+11
   46    96    3.6072292627302208e+17    8.8703624093446191e+11
   46    97    7.9116880357349811e+17    1.9181836113218135e+12
   46    98    1.7301718712573545e+18    4.1366446734932769e+12
   46    99    3.7728390569163377e+18    8.8970840061124121e+12
   47     0   1.2286166255509211e-159  -1.2286135940646446e-159
   47     1    8.9997011133122691e-84    1.2691528519781620e-85
   47     2    1.2745453887829095e-69    4.4943632334048604e-72
   47     3    2.4328215258680569e-61    3.8144237511435913e-64
   47     4    1.8385642869578063e-55    1.6225019151851224e-58
   47     5    6.7186105133425953e-51    3.7975768091027015e-54
   47     6    3.6191645417655415e-47    1.4219644253978891e-50
   47     7    5.2082952314299937e-44    1.5051258854209100e-47
   47     8    2.8554873003811736e-41    6.3261296103118497e-45
   47     9    7.4986585822894722e-39    1.3145419257318749e-42
   47    10    1.1027786398849990e-36    1.5684662537256167e-40
   47    11    1.0153388561701649e-34    1.1956267306972841e-38
   47    12    6.3547577021789625e-33    6.3002974152136976e-37
   47    13    2.8780464551323507e-31    2.4364684774570801e-35
   47    14    9.9016260931177832e-30    7.2442761809061408e-34
   47    15    2.6893643462531117e-28    1.7182061040779143e-32
   47    16    5.9485091293569993e-27    3.3489419158748507e-31
   47    17    1.0990237031305612e-25    5.4959990696566628e-30
   47    18    1.7321190281797076e-24    7.7487866698986953e-29
   47    19    2.3701054013721175e-23    9.5452958946093818e-28
   47    20    2.8578881505718034e-22    1.0420902671095247e-26
   47    21    3.0756008515391222e-21    1.0206212965679202e-25
   47    22    2.9865461958279214e-20    9.0617267112793664e-25
   47    23    2.6416515274648655e-19    7.3600400874356989e-24
   47    24    2.1460242238638901e-18    5.5119308921647019e-23
   47    25    1.6128411123947582e-17    3.8325797586530677e-22
   47    26    1.1285477377054510e-16    2.4894086776998506e-21
   47    27    7.3939704310708840e-16    1.5186943846003273e-20
   47    28    4.5588297246262985e-15    8.7439418335470725e-20
   47    29    2.6570739028586016e-14    4.7717579160768618e-19
   47    30    1.4698901619635837e-13    2.4777847587334422e-18
   47    31    7.7460348189119235e-13    1.2285020217560709e-17
   47    32    3.9013748682994666e-12    5.8342210559646866e-17
   47    33    1.8836347477750336e-11    2.6614883563133520e-16
   47    34    8.7417064911554410e-11    1.1693070155526809e-15
   47    35    3.9092392602050372e-10    4.9593310651850611e-15
   47    36    1.6883742027837700e-09    2.0349246093384473e-14
   47    37    7.0571204682590387e-09    8.0940494138026683e-14
   47    38    2.8602067533046230e-08    3.1265630805066137e-13
   47    39    1.1260080007800447e-07    1.1748462614998698e-12
   47    40    4.3128442478037531e-07    4.3011006390469157e-12
   47    41    1.6095899990837225e-06    1.5363290074175701e-11
   47    42    5.8613662781159734e-06    5.3613021609423270e-11
   47    43    2.0853260637084338e-05    1.8300859801967573e-10
   47    44    7.2570564344221329e-05    6.1176380989307706e-10
   47    45    2.4731041535141292e-04    2.0047890052927186e-09
   47    46    8.2617275065360722e-04    6.4469799620383085e-09
   47    47    2.7081149756051828e-03    2.0363302944902259e-08
   47    48    8.7181611627322898e-03    6.3229483385109057e-08
   47    49    2.7587533839577495e-02    1.9316202207635191e-07
   47    50    8.5876940698650428e-02    5.8101002763777026e-07
   47    51    2.6317229985347734e-01    1.7219241335433204e-06
   47    52    7.9452636848354175e-01    5.0315623795756184e-06
   47    53    2.3646532459676073e+00    1.4505169692732838e-05
   47    54    6.9420437844268257e+00    4.1279126042092076e-05
   47    55    2.0115098811467238e+01    1.1602930537786743e-04
   47    56    5.7558801085557590e+01    3.2230158917928852e-04
   47    57    1.6273557302499356e+02    8.8517680594337085e-04
   47    58    4.5482932473430287e+02    2.4047715494978934e-03
   47    59    1.2572222576460283e+03    6.4652629367557436e-03
   47    60    3.4384678139488374e+03    1.7208744049424102e-02
   47    61    9.3086940423167798e+03    4.5366493996558017e-02
   47    62    2.4954888223897542e+04    1.1849711826415998e-01
   47    63    6.6271832493332637e+04    3.0677641695208696e-01
   47    64    1.7440702554411624e+05    7.8745363794062606e-01
   47    65    4.5499651719125587e+05    2.0047338970123252e+00
   47    66    1.1770678370507334e+06    5.0634924872025451e+00
   47    67    3.0204918595505683e+06    1.2692051012581024e+01
   47    68    7.6906607572848843e+06    3.1580723612739497e+01
   47    69    1.9434818990965888e+07    7.8025342322539359e+01
   47    70    4.8757744926106557e+07    1.9146172019617489e+02
   47    71    1.2146833338356335e+08    4.6672940375581544e+02
   47    72    3.0056884047884649e+08    1.1305370220229590e+03
   47    73    7.3890158855687249e+08    2.7216722357488611e+03
   47    74    1.8050402014010632e+09    6.5134187527306649e+03
   47    75    4.3826465266572123e+09    1.5498549024712394e+04
   47    76    1.0578472515693008e+10    3.6674556673284314e+04
   47    77    2.5388106947766701e+10    8.6319681881940502e+04
   47    78    6.0595284910085175e+10    2.0211654067486583e+05
   47    79    1.4385515546350925e+11    4.7088371519258257e+05
   47    80    3.3975342055231104e+11    1.0917292579414239e+06
   47    81    7.9840772783829602e+11    2.5192569982847269e+06
   47    82    1.8671357894062512e+12    5.7869573832311304e+06
   47    83    4.3459267434102832e+12    1.3234569437046606e+07
   47    84    1.0069471293323020e+13    3.0137695100834522e+07
   47    85    2.3227831659779371e+13    6.8345126308165610e+07
   47    86    5.3351424187805836e+13    1.5436780933121759e+08
   47    87    1.2203209829299380e+14    3.4730405786564147e+08
   47    88    2.7800082812672094e+14    7.7842563074890041e+08
   47    89    6.3083132568106438e+14    1.7383084834456732e+09
   47    90    1.4260174118238085e+15    3.8679912955158443e+09
   47    91    3.2116502037043330e+15    8.5770463160535812e+09
   47    92    7.2072425171649910e+15    1.8955126826830917e+10
   47    93    1.6117270535378292e+16    4.1753583682421761e+10
   47    94    3.5920112345438072e+16    9.1680900778314056e+10
   47    95    7.9790014280351792e+16    2.0068759021743057e+11
   47    96    1.7667025481346019e+17    4.3798152118750116e+11
   47    97    3.8996024432354509e+17    9.5306044672129688e+11
   47    98    8.5813549930730138e+17    2.0679926564056807e+12
   47    99    1.8828051930659297e+18    4.4748111576672676e+12
   48     0   2.7855766313224195e-163   3.3664333893861537e-169
   48     1    5.8900188014737906e-86    8.4829242960790218e-88
   48     2    1.6680956306969556e-71    6.0071858011371502e-74
   48     3    4.7750309476895115e-63    7.6458246832136628e-66
   48     4    4.8101225235621825e-57    4.3349208442848983e-60
   48     5    2.1963583274068593e-52    1.2677542187275810e-55
   48     6    1.4191019160155716e-48    5.6935333407276405e-52
   48     7    2.3812881763827402e-45    7.0267934066218657e-49
   48     8    1.4911353224911252e-42    3.3730290189252931e-46
   48     9    4.4021602054922545e-40    7.8790912956964108e-44
   48    10    7.1876287064809152e-38    1.0436702368782804e-41
