    k     n             Re[I(theta1)]             Im[I(theta1)]
   51    31    1.0058570188128658e-15    1.7122674499453125e-19
   51    32    5.7008821402059488e-15    9.1449044006604124e-19
   51    33    3.0845653031953949e-14    4.6722173372131507e-18
   51    34    1.5979938663852601e-13    2.2899949345160680e-17
   51    35    7.9479670629068182e-13    1.0795351628276799e-16
   51    36    3.8045870107306384e-12    4.9063333122379773e-16
   51    37    1.7567552356698351e-11    2.1544530469367557e-15
   51    38    7.8409660547332669e-11    9.1588754181796556e-15
   51    39    3.3893278377020637e-10    3.7763252839070005e-14
   51    40    1.4213806030073014e-09    1.5127051290646091e-13
   51    41    5.7925451885589075e-09    5.8962637668971462e-13
   51    42    2.2974604299735855e-08    2.2395837259597450e-12
   51    43    8.8808866383354355e-08    8.3006129000879394e-12
   51    44    3.3501290285783746e-07    3.0057231729664234e-11
   51    45    1.2347865580953342e-06    1.0646081493651607e-10
   51    46    4.4518451703162783e-06    3.6923633518538608e-10
   51    47    1.5716872800217692e-05    1.2552595500137206e-09
   51    48    5.4387676214022575e-05    4.1868665038163749e-09
   51    49    1.8464866753515274e-04    1.3713773019354797e-08
   51    50    6.1557515819600994e-04    4.4146750420764184e-08
   51    51    2.0167869990026454e-03    1.3978286920712772e-07
   51    52    6.4985507180800725e-03    4.3565389925553980e-07
   51    53    2.0609351611525502e-02    1.3374015676807434e-06
   51    54    6.4372307074120380e-02    4.0466650752916912e-06
   51    55    1.9815246243150014e-01    1.2075756832760039e-05
   51    56    6.0149026438779651e-01    3.5560229857224419e-05
   51    57    1.8015030451840819e+00    1.0339162338645837e-04
   51    58    5.3266442172301911e+00    2.9696226482573768e-04
   51    59    1.5556328407936832e+01    8.4299450687928509e-04
   51    60    4.4895822802377602e+01    2.3662301291080697e-03
   51    61    1.2810023525105905e+02    6.5703523354798624e-03
   51    62    3.6151688191794523e+02    1.8055131459436692e-02
   51    63    1.0095360418396748e+03    4.9120712714987025e-02
   51    64    2.7906195067758126e+03    1.3235604214622285e-01
   51    65    7.6388420447065828e+03    3.5334018858997135e-01
   51    66    2.0713677523632137e+04    9.3488876867403292e-01
   51    67    5.5659196520766905e+04    2.4523637323748293e+00
   51    68    1.4825419773267434e+05    6.3797196138338874e+00
   51    69    3.9156256463728030e+05    1.6464082055071117e+01
   51    70    1.0257629711730889e+06    4.2161322846270764e+01
   51    71    2.6660380089511527e+06    1.0716370137662732e+02
   51    72    6.8766262500323970e+06    2.7042615970390523e+02
   51    73    1.7607001305527922e+07    6.7767741968347968e+02
   51    74    4.4761280908309624e+07    1.6868317852336647e+03
   51    75    1.1301299242638986e+08    4.1714946876699914e+03
   51    76    2.8343942635906529e+08    1.0251214190519800e+04
   51    77    7.0630338585565317e+08    2.5038666696620970e+04
   51    78    1.7490840037210641e+09    6.0797288546566597e+04
   51    79    4.3053047625320845e+09    1.4678295960734942e+05
   51    80    1.0535446944848507e+10    3.5242233317096782e+05
   51    81    2.5635187902015614e+10    8.4163212190225604e+05
   51    82    6.2034029815735420e+10    1.9995119320471676e+06
   51    83    1.4931584408821185e+11    4.7264749239418767e+06
   51    84    3.5754754592067474e+11    1.1118046523036066e+07
   51    85    8.5188426046783154e+11    2.6029204706792429e+07
   51    86    2.0198101828579651e+12    6.0659054140154950e+07
   51    87    4.7663453907990527e+12    1.4073152034916267e+08
   51    88    1.1196052392888828e+13    3.2509072672686625e+08
   51    89    2.6182193256526777e+13    7.4780704230640030e+08
   51    90    6.0962660501455969e+13    1.7131625146520538e+09
   51    91    1.4134864347491869e+14    3.9091465578929338e+09
   51    92    3.2639262608777269e+14    8.8856295259769726e+09
   51    93    7.5068761836586500e+14    2.0121670091802361e+10
   51    94    1.7198710051354235e+15    4.5399852779498924e+10
   51    95    3.9255091870288785e+15    1.0207111871257607e+11
   51    96    8.9269642612128170e+15    2.2869211138466269e+11
   51    97    2.0228416804849192e+16    5.1066932036686890e+11
   51    98    4.5678457870633168e+16    1.1365998870885591e+12
   51    99    1.0279976920417803e+17    2.5216937465968447e+12
   52     0  -1.5034102187437408e-152  -1.6797808431822768e-157
   52     1    8.7267041745680753e-95    1.3726009944652186e-95
   52     2    3.9959647031674540e-79    1.5596627596650814e-80
   52     3    5.7898182799836463e-70    1.0043157688897396e-71
   52     4    1.8415388758999287e-63    1.7976138552058684e-65
   52     5    2.0501555496246942e-58    1.2816024275817128e-60
   52     6    2.7422220188513817e-54    1.1913638204420667e-56
   52     7    8.5081614480995720e-51    2.7182202973452470e-53
   52     8    9.0682895422357221e-48    2.2205098660105849e-50
   52     9    4.2773162895106021e-45    8.2854629577647564e-48
   52    10    1.0614010524137372e-42    1.6676055696271625e-45
   52    11    1.5675398119789290e-40    2.0384034142674412e-43
   52    12    1.5091784695714985e-38    1.6517233300424152e-41
   52    13    1.0150342264296675e-36    9.4823071281113098e-40
   52    14    5.0325078652608685e-35    4.0613201331001361e-38
   52    15    1.9193654312617420e-33    1.3520416803201289e-36
   52    16    5.8279740832049753e-32    3.6159738199619623e-35
   52    17    1.4489872121304307e-30    7.9818381401751341e-34
   52    18    3.0192818025222718e-29    1.4870943732913351e-32
   52    19    5.3764860342383708e-28    2.3826991214747985e-31
   52    20    8.3177974797072806e-27    3.3356287354116737e-30
   52    21    1.1338160374046357e-25    4.1355897436084575e-29
   52    22    1.3783405326111275e-24    4.5940997843155745e-28
   52    23    1.5100909551685204e-23    4.6189506058345187e-27
   52    24    1.5047093692299435e-22    4.2401627121205814e-26
   52    25    1.3746365068723071e-21    3.5815056719816686e-25
   52    26    1.1595263783625458e-20    2.8024963617344105e-24
   52    27    9.0876947396244396e-20    2.0437961764842716e-23
   52    28    6.6547508730323948e-19    1.3966040239420647e-22
   52    29    4.5759697602533536e-18    8.9853655111438644e-22
   52    30    2.9679356454621097e-17    5.4663250440849244e-21
   52    31    1.8230559490799705e-16    3.1567323263565308e-20
   52    32    1.0644023159173915e-15    1.7365463827731760e-19
   52    33    5.9266684771203303e-15    9.1290024655754645e-19
   52    34    3.1566278147963156e-14    4.5994481461008376e-18
   52    35    1.6126428522041871e-13    2.2267958390255882e-17
   52    36    7.9222292369427925e-13    1.0384754384672542e-16
   52    37    3.7510482351358052e-12    4.6753583080708632e-16
   52    38    1.7154361688039632e-11    2.0361989321890449e-15
   52    39    7.5920871940284701e-11    8.5946092224442220e-15
   52    40    3.2575817137722520e-10    3.5219561321325359e-14
   52    41    1.3573784477957147e-09    1.4034221962912667e-13
   52    42    5.5010923635146278e-09    5.4460667004406160e-13
   52    43    2.1715108463902595e-08    2.0609389783419778e-12
   52    44    8.3602479976265373e-08    7.6153557475344149e-12
   52    45    3.1431104539595978e-07    2.7509026814620796e-11
   52    46    1.1552777344041746e-06    9.7252870766573635e-11
   52    47    4.1559396779754822e-06    3.3683882014611247e-10
   52    48    1.4646962489162694e-05    1.1440776341015242e-09
   52    49    5.0621263214668948e-05    3.8141421652353336e-09
   52    50    1.7171626456425205e-04    1.2491541848163764e-08
   52    51    5.7219667432367748e-04    4.0221672239219689e-08
   52    52    1.8744563400913679e-03    1.2742520204039490e-07
   52    53    6.0411833278932823e-03    3.9747389412327041e-07
   52    54    1.9168467708176169e-02    1.2215438315322949e-06
   52    55    5.9917858373329802e-02    3.7010865043722360e-06
   52    56    1.8462797830934971e-01    1.1061815025946627e-05
   52    57    5.6113209979432421e-01    3.2631987437165860e-05
   52    58    1.6830588820560330e+00    9.5062754871326423e-05
   52    59    4.9845676304670619e+00    2.7361785575045881e-04
   52    60    1.4583611190908847e+01    7.7848738667800723e-04
   52    61    4.2171233309377989e+01    2.1904182082588099e-03
   52    62    1.2057991212093948e+02    6.0975588860580372e-03
   52    63    3.4105552084958452e+02    1.6800193266142311e-02
   52    64    9.5464420491748285e+02    4.5832009335832279e-02
   52    65    2.6453956240868251e+03    1.2384505442230678e-01
   52    66    7.2598994503036092e+03    3.3158484787013071e-01
   52    67    1.9738409659729186e+04    8.7995560612408086e-01
   52    68    5.3183740237563819e+04    2.3153356199166595e+00
   52    69    1.4205864387748303e+05    6.0420577059253482e+00
   52    70    3.7627826388440770e+05    1.5642209446362696e+01
   52    71    9.8861672987663548e+05    4.0185792753205206e+01
   52    72    2.5771709039035626e+06    1.0247590023646453e+02
   52    73    6.6675875350044155e+06    2.5945030623898685e+02
   52    74    1.7124318203199651e+07    6.5233936124529134e+02
   52    75    4.3669780457886666e+07    1.6292177168179160e+03
   52    76    1.1060417558404872e+08    4.0426461620337973e+03
   52    77    2.7827888176401621e+08    9.9683731273460562e+03
   52    78    6.9566252085989106e+08    2.4431033756197496e+04
   52    79    1.7282804624928451e+09    5.9525332918966531e+04
   52    80    4.2678694365750971e+09    1.4420630296721900e+05
   52    81    1.0477796049364107e+10    3.4742878695778071e+05
   52    82    2.5578086341058533e+10    8.3256880248138704e+05
   52    83    6.2098306092448845e+10    1.9848053831964708e+06
   52    84    1.4996034549785086e+11    4.7078983544253325e+06
   52    85    3.6026882191169971e+11    1.1112526485833744e+07
   52    86    8.6118496846044946e+11    2.6105849095936634e+07
   52    87    2.0485621330081494e+12    6.1046730750791751e+07
   52    88    4.8500453604627734e+12    1.4211652144299442e+08
   52    89    1.1429971608463746e+13    3.2941252387487626e+08
   52    90    2.6816601746850566e+13    7.6033109053092968e+08
   52    91    6.2643503281929430e+13    1.7477698157347543e+09
   52    92    1.4571843981995347e+14    4.0016067022889838e+09
   52    93    3.3757458789716350e+14    9.1264373866349335e+09
   52    94    7.7891577818928288e+14    2.0736295011521595e+10
   52    95    1.7902917400043200e+15    4.6942768487076920e+10
   52    96    4.0993503660995160e+15    1.0589048814988031e+11
   52    97    9.3520749694817560e+15    2.3803316407343903e+11
   52    98    2.1259101272496452e+16    5.3327394145517889e+11
   52    99    4.8157797802865400e+16    1.1907877286562576e+12
   53     0  -4.8809837939335196e-156  -4.8810908470611169e-156
   53     1    5.1701872973695282e-97    8.2910609125154329e-98
   53     2    4.7364522134972319e-81    1.8842507459651824e-82
   53     3    1.0292549798629617e-71    1.8196681138512277e-73
   53     4    4.3638987593482544e-65    4.3415504288871318e-67
   53     5    6.0709485738229931e-60    3.8678275676733998e-62
   53     6    9.7406856900104652e-56    4.3128334308421582e-58
   53     7    3.5243224360466535e-52    1.1474692957713483e-54
   53     8    4.2907567658184594e-49    1.0706824787954505e-51
   53     9    2.2755148280820729e-46    4.4916441514081670e-49
   53    10    6.2699393067519217e-44    1.0037742631011726e-46
   53    11    1.0178506320574874e-41    1.3486244410577165e-44
   53    12    1.0682052663361226e-39    1.1911357882414290e-42
   53    13    7.7765739840763481e-38    7.4012298641132779e-41
   53    14    4.1483911785518973e-36    3.4104769133712409e-39
   53    15    1.6935219500129342e-34    1.2151904102066008e-37
   53    16    5.4793141627198013e-33    3.4627528429549320e-36
   53    17    1.4458427164109529e-31    8.1116970005269614e-35
   53    18    3.1862161760197712e-30    1.5981785434796048e-33
   53    19    5.9815747300344278e-29    2.6993705990263580e-32
   53    20    9.7283500867252908e-28    3.9723204751708462e-31
   53    21    1.3905083849057942e-26    5.1637115877922182e-30
   53    22    1.7683797930721086e-25    6.0002474331571574e-29
   53    23    2.0224880615499301e-24    6.2969549663057573e-28
   53    24    2.0996746086918327e-23    6.0219831143774587e-27
   53    25    1.9949126433161965e-22    5.2894574301262576e-26
   53    26    1.7471612046026543e-21    4.2969210626918563e-25
   53    27    1.4195640082345251e-20    3.2482394229653719e-24
   53    28    1.0761224052995414e-19    2.2975257201039768e-23
   53    29    7.6500379316106435e-19    1.5279892070687567e-22
   53    30    5.1232484951801054e-18    9.5970174001731556e-22
   53    31    3.2456049067599897e-17    5.7151557942606848e-21
   53    32    1.9522321210208777e-16    3.2385492848910442e-20
   53    33    1.1187158206285310e-15    1.7519183954420951e-19
   53    34    6.1262580421901475e-15    9.0740491685113216e-19
   53    35    3.2149607111318013e-14    4.5121412821984274e-18
   53    36    1.6209695104009217e-13    2.1593800944545585e-17
   53    37    7.8707172699496050e-13    9.9683193513810587e-17
   53    38    3.6883574618307402e-12    4.4479857767743238e-16
   53    39    1.6714595616324855e-11    1.9221372265840751e-15
   53    40    7.3383998832332465e-11    8.0584573162928390e-15
   53    41    3.1267130470526742e-10    3.2830329962363681e-14
   53    42    1.2949118261614743e-09    1.3017020550883065e-13
   53    43    5.2202727457193005e-09    5.0300340010663463e-13
   53    44    2.0513405980887532e-08    1.8967948311980235e-12
   53    45    7.8672717840924369e-08    6.9885650462853261e-12
   53    46    2.9482585336729280e-07    2.5186418633130502e-11
   53    47    1.0807903165365375e-06    8.8882363830049154e-11
   53    48    3.8797191113247777e-06    3.0744384008741895e-10
   53    49    1.3650927992570762e-05    1.0433258140017572e-09
   53    50    4.7121718002345958e-05    3.4766094039550734e-09
   53    51    1.5971550268066692e-04    1.1384877545211761e-08
   53    52    5.3197087493140640e-04    3.6666609828874901e-08
   53    53    1.7424920572338394e-03    1.1622426667724040e-07
   53    54    5.6169988714030814e-03    3.6282906117491639e-07
   53    55    1.7831148362913204e-02    1.1162595160253046e-06
   53    56    5.5778950138766596e-02    3.3864850734246291e-06
   53    57    1.7204295200755376e-01    1.0136838647138250e-05
   53    58    5.2350928220614934e-01    2.9954374800111325e-05
   53    59    1.5724077180149905e+00    8.7426832022196257e-05
   53    60    4.6642234417971151e+00    2.5215445601800199e-04
   53    61    1.3670224640348168e+01    7.1899470836162731e-04
   53    62    3.9605194587805663e+01    2.0277357974598457e-03
   53    63    1.1347415462498303e+02    5.6585295140934716e-03
   53    64    3.2165391495792591e+02    1.5630515442809891e-02
   53    65    9.0239740437434784e+02    4.2754621470157655e-02
   53    66    2.5066042015482694e+03    1.1584773754227400e-01
   53    67    6.8961504781009717e+03    3.1105274997745297e-01
   53    68    1.8797824832620721e+04    8.2787134015249053e-01
   53    69    5.0784176261481523e+04    2.1847801320338602e+00
   53    70    1.3602000683309170e+05    5.7186869732889622e+00
   53    71    3.6129196722704364e+05    1.4850819327026008e+01
   53    72    9.5195585974884511e+05    3.8272456273659614e+01
   53    73    2.4888273972366322e+06    9.7907339471550671e+01
   53    74    6.4580824658727003e+06    2.4868147573477609e+02
   53    75    1.6636034017114118e+07    6.2729606382687871e+02
   53    76    4.2553514227780469e+07    1.5718095822671339e+03
   53    77    1.0810808747541204e+08    3.9130799201678146e+03
   53    78    2.7284228478109992e+08    9.6809545596752887e+03
   53    79    6.8420408144707704e+08    2.3805860117138815e+04
   53    80    1.7051642197888224e+09    5.8196630949246814e+04
   53    81    4.2241168483195262e+09    1.4146167081833386e+05
   53    82    1.0403370899742685e+10    3.4196545096847700e+05
   53    83    2.5477501108973114e+10    8.2224400059801876e+05
   53    84    6.2052218965602501e+10    1.9668167381068668e+06
   53    85    1.5033006748130466e+11    4.6810008826130778e+06
   53    86    3.6231810803805029e+11    1.1086374682758000e+07
   53    87    8.6887020354601941e+11    2.6132338500667103e+07
   53    88    2.0734951078888540e+12    6.1314675739323899e+07
   53    89    4.9248680863835234e+12    1.4322055129490334e+08
   53    90    1.1643610346108850e+13    3.3308583505531156e+08
   53    91    2.7405521189075828e+13    7.7138296322640002e+08
   53    92    6.4224339162837367e+13    1.7790910414108849e+09
   53    93    1.4987330761749163e+14    4.0868612636381488e+09
   53    94    3.4830687528136256e+14    9.3517476379894524e+09
   53    95    8.0623412175790163e+14    2.1318306397755230e+10
   53    96    1.8589522903261683e+15    4.8418788197217140e+10
   53    97    4.2700032176976900e+15    1.0957693184866302e+11
   53    98    9.7720222036491460e+15    2.4712096305975632e+11
   53    99    2.2283267875338592e+16    5.5542456137769312e+11
   54     0   3.3492469483979146e-164  -3.1107052644905862e-159
   54     1    3.0063597184124016e-99   4.9136325309647214e-100
   54     2    5.5102172158662929e-83    2.2334514197136615e-84
   54     3    1.7958414004629408e-73    3.2347968220021959e-75
   54     4    1.0149840934356907e-66    1.0287988349461999e-68
   54     5    1.7645012897327470e-61    1.1453111887599025e-63
   54     6    3.3960813849194095e-57    1.5318992971905678e-59
   54     7    1.4329274837000596e-53    4.7528550801106815e-56
   54     8    1.9927790961006098e-50    5.0656450932221530e-53
   54     9    1.1882664827055180e-47    2.3892970183808546e-50
   54    10    3.6356594703671348e-45    5.9287935066262607e-48
   54    11    6.4877895330134802e-43    8.7557209490217103e-46
   54    12    7.4221250234710475e-41    8.4294416718414031e-44
   54    13    5.8488242578139485e-39    5.6692029516869451e-42
   54    14    3.3570806527442956e-37    2.8106514816164910e-40
   54    15    1.4669860520543152e-35    1.0719126599115326e-38
   54    16    5.0576980512810412e-34    3.2545907741223950e-37
   54    17    1.4164873622412446e-32    8.0912959660883776e-36
   54    18    3.3014136685532183e-31    1.6858910741652416e-34
   54    19    6.5343820638577809e-30    3.0018855792333340e-33
   54    20    1.1172793178606240e-28    4.6437729518413338e-32
   54    21    1.6746225895497115e-27    6.3294995284334814e-31
   54    22    2.2280673241290579e-26    7.6938621982362582e-30
   54    23    2.6602645314597231e-25    8.4284726107640644e-29
   54    24    2.8775998629793785e-24    8.3975564139480924e-28
   54    25    2.8435622351474292e-23    7.6707738256408828e-27
   54    26    2.5859059403490465e-22    6.4696269152975075e-26
   54    27    2.1782559510413203e-21    5.0698576571280014e-25
   54    28    1.7095043266762507e-20    3.7120450001175369e-24
   54    29    1.2564619594087244e-19    2.5521122098263696e-23
   54    30    8.6889836851873448e-19    1.6550149217725065e-22
   54    31    5.6774309140621099e-18    1.0164211740262474e-21
   54    32    3.5184079022178649e-17    5.9333652172532248e-21
   54    33    2.0751387065072233e-16    3.3031066501739545e-20
   54    34    1.1684632814297909e-15    1.7589236842045692e-19
   54    35    6.2992844930546438e-15    8.9839696225380889e-19
   54    36    3.2599510153780205e-14    4.4124377645840839e-18
   54    37    1.6233641594213215e-13    2.0887162257470703e-17
   54    38    7.7958428255216459e-13    9.5497346087358226e-17
   54    39    3.6177143610391304e-12    4.2253440158136046e-16
   54    40    1.6253378127717863e-11    1.8124849457749479e-15
   54    41    7.0818088310882833e-11    7.5500905617761971e-15
   54    42    2.9973247974661405e-10    3.0589054734412582e-14
   54    43    1.2341283567053846e-09    1.2070873226850929e-13
   54    44    4.9502399834688724e-09    4.6456763175829668e-13
   54    45    1.9368355431260491e-08    1.7459666686033077e-12
   54    46    7.4008790155334252e-08    6.4150867262961012e-12
   54    47    2.7649481368053327e-07    2.3068448435649342e-11
   54    48    1.0110236786662387e-06    8.1268610981683585e-11
   54    49    3.6218871311537517e-06    2.8075491288006861e-10
   54    50    1.2723592392937828e-05    9.5195813178608626e-10
   54    51    4.3869567527624914e-05    3.1707105729751258e-09
   54    52    1.4857668638894097e-04    1.0382076026864645e-08
   54    53    4.9465884336503832e-04    3.3444227600023907e-08
   54    54    1.6201061539096746e-03    1.0606435147462888e-07
   54    55    5.2234887856448409e-03    3.3137043740142446e-07
   54    56    1.6589668064736395e-02    1.0205232910142957e-06
   54    57    5.1932531165669329e-02    3.0999228862696135e-06
   54    58    1.6033068510679299e-01    9.2926131062832771e-06
   54    59    4.8843460431410690e-01    2.7504969476379783e-05
   54    60    1.4690400330995079e+00    8.0424099579958565e-05
   54    61    4.3642684853637688e+00    2.3241662333390087e-04
   54    62    1.2812746952028915e+01    6.6412201949484515e-04
   54    63    3.7189314821811863e+01    1.8772075513423332e-03
   54    64    1.0676328047800619e+02    5.2509186294033292e-03
   54    65    3.0326842413531523e+02    1.4540627816809740e-02
   54    66    8.5270617746180278e+02    3.9876235407154355e-02
   54    67    2.3740839411722059e+03    1.0833753802295079e-01
   54    68    6.5473763248430487e+03    2.9168976185920409e-01
   54    69    1.7891892514237832e+04    7.7853427650631435e-01
   54    70    4.8461809109115238e+04    2.0605314299567663e+00
   54    71    1.3014508714350220e+05    5.4094162256120244e+00
   54    72    3.4662938266690954e+05    1.4089977928380476e+01
   54    73    9.1586515489195113e+05    3.6422756762602795e+01
   54    74    2.4012656058813506e+06    9.3464512934707159e+01
   54    75    6.2488541890866905e+06    2.3814213748753517e+02
   54    76    1.6144198432281027e+07    6.0261646222608624e+02
   54    77    4.1417937597194850e+07    1.5148039811806843e+03
   54    78    1.0553880026205640e+08    3.7833284720368288e+03
   54    79    2.6716490114348105e+08    9.3903439333423485e+03
   54    80    6.7201402121130776e+08    2.3166630492190623e+04
   54    81    1.6799389973274629e+09    5.6819687434105639e+04
   54    82    4.1745158807123442e+09    1.3856924216788332e+05
   54    83    1.0313216290896511e+10    3.3607889263748215e+05
   54    84    2.5335673818966202e+10    8.1076214900029905e+05
   54    85    6.1900354436305862e+10    1.9457730383372058e+06
   54    86    1.5043379475509897e+11    4.6462587931570783e+06
   54    87    3.6371055749895636e+11    1.1040547215648968e+07
   54    88    8.7496109165431189e+11    2.6110481497175053e+07
   54    89    2.0946218777464448e+12    6.1466012612402968e+07
   54    90    4.9907525183981836e+12    1.4404815450090349e+08
   54    91    1.1836606411463520e+13    3.3611461060149026e+08
   54    92    2.7947588653052875e+13    7.8095618472707438e+08
   54    93    6.5700798544669023e+13    1.8070750219907134e+09
   54    94    1.5380038915436834e+14    4.1647100776650257e+09
   54    95    3.5855369248512550e+14    9.5609169966014004e+09
   54    96    8.3254690007177325e+14    2.1865829393638332e+10
   54    97    1.9256043894037753e+15    4.9822769056993088e+10
   54    98    4.4368402930049080e+15    1.1311693116434480e+11
   54    99    1.0185254727459454e+16    2.5592111045544135e+11
   55     0   9.7322054220429136e-163  -9.7319995963248371e-163
   55     1   1.7163394466338635e-101   2.8580947140092529e-102
   55     2    6.2938612595535065e-85    2.5983559650592315e-86
   55     3    3.0764413410285495e-75    5.6440270080416325e-77
   55     4    2.3178380879446348e-68    2.3928052179346615e-70
   55     5    5.0353692743108421e-63    3.3287127250303558e-65
   55     6    1.1625622273427623e-58    5.3407276778791970e-61
   55     7    5.7204342501076911e-55    1.9323159949421805e-57
   55     8    9.0875806754868818e-52    2.3524879295159356e-54
   55     9    6.0928505474332133e-49    1.2475648376782216e-51
   55    10    2.0700707498840925e-46    3.4374427378828972e-49
   55    11    4.0607119500368381e-44    5.5801188112045670e-47
   55    12    5.0641447151918612e-42    5.8559832404174503e-45
   55    13    4.3198198827178494e-40    4.2630209926588647e-43
   55    14    2.6679279597262591e-38    2.2740035525196825e-41
   55    15    1.2479746338196180e-36    9.2828779693602971e-40
   55    16    4.5850015554310998e-35    3.0032837421620506e-38
   55    17    1.3629515384496784e-33    7.9244187199275038e-37
   55    18    3.3598334270287702e-32    1.7462061680815940e-35
   55    19    7.0113960946470631e-31    3.2779876017370084e-34
   55    20    1.2604164000241372e-29    5.3308921266734724e-33
   55    21    1.9811143498510625e-28    7.6190449503556878e-32
   55    22    2.7577232942812989e-27    9.6887071388987935e-31
   55    23    3.4375927104266674e-26    1.1079919418885034e-29
   55    24    3.8745514691460545e-25    1.1501641215730100e-28
   55    25    3.9823262571412085e-24    1.0926613075689085e-27
   55    26    3.7605472757241495e-23    9.5685259837820362e-27
   55    27    3.2843199231278229e-22    7.7734495333849978e-26
   55    28    2.6686158258800313e-21    5.8920092197214347e-25
   55    29    2.0279992019911751e-20    4.1879772324867752e-24
   55    30    1.4482755790959515e-19    2.8042775992581476e-23
   55    31    9.7609777438329624e-19    1.7762406722380341e-22
   55    32    6.2326588212477943e-18    1.0682274926386942e-21
   55    33    3.7836822102318597e-17    6.1203127885324770e-21
   55    34    2.1908028624208809e-16    3.3509343017089700e-20
   55    35    1.2134000661422613e-15    1.7581591352648397e-19
   55    36    6.4457554921183464e-15    8.8626619843087857e-19
   55    37    3.2921065050099828e-14    4.3023454301019772e-18
   55    38    1.6202410582666078e-13    2.0156737733978702e-17
   55    39    7.6999835340560205e-13    9.1321681784231880e-17
   55    40    3.5402511019614090e-12    4.0083400650784098e-16
   55    41    1.5775384645440544e-11    1.7073816530879375e-15
   55    42    6.8239963634504954e-11    7.0689724619197180e-15
   55    43    2.8699277635350407e-10    2.8488972092447760e-14
   55    44    1.1751428897578786e-09    1.1191356173688257e-13
   55    45    4.6910496765869627e-09    4.2906609888124037e-13
   55    46    1.8278593153488372e-08    1.6073644375455719e-12
   55    47    6.9599728266210908e-08    5.8902334954168241e-12
   55    48    2.5925724999466288e-07    2.1136207127451955e-11
   55    49    9.4569249211346756e-07    7.4339218175547720e-11
   55    50    3.3812293369074751e-06    2.5650699688579771e-10
   55    51    1.1860145704102297e-05    8.6904170743142087e-10
   55    52    4.0846813502403531e-05    2.8932764384564248e-09
   55    53    1.3823560295246750e-04    9.4727137988348562e-09
   55    54    4.6004081649745899e-04    3.0521257116789020e-08
   55    55    1.5065740845630615e-03    9.6842220912282627e-08
   55    56    4.8583449412492935e-03    3.0278609404016561e-07
   55    57    1.5436906987308277e-02    9.3341634581461830e-07
   55    58    4.8357303748005925e-02    2.8387591373290813e-06
   55    59    1.4942934191324533e-01    8.5217274931572091e-06
   55    60    4.5573374999147237e-01    2.5263456907676674e-05
   55    61    1.3724788263913390e+00    7.4000156788641785e-05
   55    62    4.0834369579963825e+00    2.1426206081110366e-04
   55    63    1.2007926893906363e+01    6.1350594653997940e-04
   55    64    3.4915537837145997e+01    1.7379284636455570e-03
   55    65    1.0042813838440789e+02    4.8725314701893339e-03
   55    66    2.8585578632856664e+02    1.3525360795062492e-02
   55    67    8.0547928214531930e+02    3.7185071560422632e-02
   55    68    2.2476617307976908e+03    1.0128865499627153e-01
   55    69    6.2133098008277830e+03    2.7344214665612238e-01
   55    70    1.7020415564877294e+04    7.3184010202111538e-01
   55    71    4.6217422810192496e+04    1.9424087755853296e+00
   55    72    1.2443916464483278e+05    5.1139987196365952e+00
   55    73    3.3231200081660150e+05    1.3359575063545678e+01
   55    74    8.8041822088090540e+05    3.4637626373075157e+01
   55    75    2.3147151437366628e+06    8.9152524469023945e+01
   55    76    6.0405760511100944e+06    2.2785116567791323e+02
   55    77    1.5650697066380180e+07    5.7836058583263366e+02
   55    78    4.0268137473611616e+07    1.4583763242103855e+03
   55    79    1.0290960284690088e+08    3.6538759044893754e+03
   55    80    2.6128045017760652e+08    9.0978207384472371e+03
   55    81    6.5917557469873500e+08    2.2516609241872487e+04
   55    82    1.6528047480856376e+09    5.5402578095909463e+04
   55    83    4.1195336385338578e+09    1.3554843834715619e+05
   55    84    1.0208391073951853e+10    3.2981456312871136e+05
   55    85    2.5154924200965683e+10    7.9822673287478462e+05
   55    86    6.1647589350482620e+10    1.9219031518924970e+06
   55    87    1.5028124115683719e+11    4.6041620963327028e+06
   55    88    3.6446404684841541e+11    1.0976053580325315e+07
   55    89    8.7948629069992737e+11    2.6042257649500843e+07
   55    90    2.1119751493921702e+12    6.1504360328367278e+07
   55    91    5.0476885140914170e+12    1.4460522197833136e+08
   55    92    1.2008723595341877e+13    3.3850629149608535e+08
   55    93    2.8441744156716297e+13    7.8905299630153644e+08
   55    94    6.7069220406007641e+13    1.8316916677667360e+09
   55    95    1.5748843833449191e+14    4.2350024951440864e+09
   55    96    3.6828280216327188e+14    9.7534153022125397e+09
   55    97    8.5776596432875125e+14    2.2377240498841015e+10
   55    98    1.9900153720749718e+15    5.1150110583840111e+10
   55    99    4.5992645676566770e+15    1.1649810012435042e+11
   56     0   5.9807981238366784e-166   6.2134854186764733e-171
   56     1   9.6235777200011270e-104   1.6322281437268121e-104
   56     2    7.0606060637382483e-87    2.9679319757211927e-88
   56     3    5.1761672837143846e-77    9.6686778787884746e-79
   56     4    5.1986359141762952e-70    5.4641669762559573e-72
   56     5    1.4113265342872335e-64    9.4989089811466317e-67
   56     6    3.9088275238720950e-60    1.8281893727836571e-62
   56     7    2.2430154475844929e-56    7.7136378727016923e-59
   56     8    4.0704566172598111e-53    1.0727181134886785e-55
   56     9    3.0686059755068563e-50    6.3963285468496846e-53
   56    10    1.1577378387283783e-47    1.9569935372494950e-50
   56    11    2.4965525574682328e-45    3.4921339189511351e-48
