    k     n             Re[I(theta1)]             Im[I(theta1)]
    0    76    3.1701727593806238e+19    7.7799092183652763e+14
    0    77    5.9034318268905849e+19    1.4301425926589305e+15
    0    78    1.0994188867688607e+20    2.6296192089351520e+15
    0    79    2.0476602737544256e+20    4.8362900826406600e+15
    0    80    3.8140622247231318e+20    8.8968265856379040e+15
    0    81    7.1048010860879728e+20    1.6370376229489192e+16
    0    82    1.3235779003937585e+21    3.0128706582087204e+16
    0    83    2.4659241316660806e+21    5.5462346120155080e+16
    0    84    4.5945369505863324e+21    1.0211972140803182e+17
    0    85    8.5612043556942753e+21    1.8806693054542995e+17
    0    86    1.5953586288408173e+22    3.4642127358261485e+17
    0    87    2.9731130909591928e+22    6.3823985345244813e+17
    0    88    5.5410681746458881e+22    1.1761116382861212e+18
    0    89    1.0327705878032049e+23    2.1676867418041597e+18
    0    90    1.9250494796249047e+23    3.9960046676404751e+18
    0    91    3.5884507137813141e+23    7.3677545878199900e+18
    0    92    6.6895751090668334e+23    1.3586959516279759e+19
    0    93    1.2471421792719340e+24    2.5060267260712342e+19
    0    94    2.3251915160129806e+24    4.6229987696796303e+19
    0    95    4.3353711368494910e+24    8.5297233744526836e+19
    0    96    8.0838473309913173e+24    1.5740469474483192e+20
    0    97    1.5074179680416513e+25    2.9051630029059758e+20
    0    98    2.8110757352126642e+25    5.3628047502008182e+20
    0    99    5.2424488847259289e+25    9.9010381770327012e+20
    1     0    1.7202116274670984e-02    1.7212305976918581e-02
    1     1    3.2992071477546270e-01    1.0858715637164099e-03
    1     2    7.6077803757119133e-01    7.8234306242365827e-04
    1     3    1.4278283973456833e+00    8.4736264992533550e-04
    1     4    2.5472004516025084e+00    1.0885379860093084e-03
    1     5    4.4914564960586674e+00    1.5261240925460006e-03
    1     6    7.9215623471942056e+00    2.2537786653487983e-03
    1     7    1.4023547873369608e+01    3.4460049514549104e-03
    1     8    2.4937002477787711e+01    5.4034209749773895e-03
    1     9    4.4534087912291135e+01    8.6382501515205878e-03
    1    10    7.9839007363145072e+01    1.4024397133037436e-02
    1    11    1.4361863028081299e+02    2.3058600009176977e-02
    1    12    2.5911681678875738e+02    3.8315260464912265e-02
    1    13    4.6871642992522993e+02    6.4240615471275297e-02
    1    14    8.4980431826191534e+02    1.0854327219694809e-01
    1    15    1.5438572067020802e+03    1.8463544426751077e-01
    1    16    2.8098138058432623e+03    3.1592959527396336e-01
    1    17    5.1220930006753069e+03    5.4341844718015198e-01
    1    18    9.3507435021812616e+03    9.3907681234621654e-01
    1    19    1.7092781939400986e+04    1.6296054470356580e+00
    1    20    3.1282009805251721e+04    2.8385787951062564e+00
    1    21    5.7312062605722633e+04    4.9613967461639543e+00
    1    22    1.0510584542552709e+05    8.6987984698035881e+00
    1    23    1.9293096027476367e+05    1.5295074689633815e+01
    1    24    3.5443785153524310e+05    2.6963720404601602e+01
    1    25    6.5164905117057264e+05    4.7649098609256754e+01
    1    26    1.1989424363749635e+06    8.4391192277944867e+01
    1    27    2.2073528833930790e+06    1.4977407803984812e+02
    1    28    4.0664392947323895e+06    2.6632396813409719e+02
    1    29    7.4956288797843913e+06    4.7441815698742562e+02
    1    30    1.3824103832397936e+07    8.4652299941305751e+02
    1    31    2.5508586507587206e+07    1.5128520548799515e+03
    1    32    4.7091549441671148e+07    2.7076497630900794e+03
    1    33    8.6975031385747746e+07    4.8527586784869109e+03
    1    34    1.6070526963906020e+08    8.7086382890903224e+03
    1    35    2.9705670074927819e+08    1.5647511395294716e+04
    1    36    5.4930420595036924e+08    2.8147803183671291e+04
    1    37    1.0161134295063610e+09    5.0689851875528482e+04
    1    38    1.8802654917117164e+09    9.1379758759075004e+04
    1    39    3.4804587803785052e+09    1.6489539548326097e+05
    1    40    6.4444714550363283e+09    2.9783474072265020e+05
    1    41    1.1936176925034456e+10    5.3843190748705959e+05
    1    42    2.2113852547998417e+10    9.7421884415663138e+05
    1    43    4.0980691058044250e+10    1.7641500675329689e+06
    1    44    7.5963454494120285e+10    3.1970681671286174e+06
    1    45    1.4084320035601016e+11    5.7981680005666073e+06
    1    46    2.6119707493448529e+11    1.0522970102664988e+07
    1    47    4.8450443406233118e+11    1.9110916476050291e+07
    1    48    8.9891838068337891e+11    3.4730267363157079e+07
    1    49    1.6681384643383733e+12    6.3154850487656176e+07
    1    50    3.0962053400195088e+12    1.1491229226977874e+08
    1    51    5.7479096310417695e+12    2.0920752650020617e+08
    1    52    1.0672582153333336e+13    3.8109178763106769e+08
    1    53    1.9820086019459156e+13    6.9456726223648179e+08
    1    54    3.6814188547528133e+13    1.2665517117806296e+09
    1    55    6.8390528973318523e+13    2.3107202242527175e+09
    1    56    1.2707064371111311e+14    4.2177417174058418e+09
    1    57    2.3613516473585388e+14    7.7021775699369555e+09
    1    58    4.3887417297658394e+14    1.4071523730307827e+10
    1    59    8.1579524427908638e+14    2.5719128894492577e+10
    1    60    1.5166384844062390e+15    4.7027588073868057e+10
    1    61    2.8199460570704985e+15    8.6024979466909805e+10
    1    62    5.2439134653342730e+15    1.5742230015237424e+11
    1    63    9.7526910300838640e+15    2.8818566986092767e+11
    1    64    1.8140363148691720e+16    5.2776168542771173e+11
    1    65    3.3745700962211028e+16    9.6684713326316333e+11
    1    66    6.2782755362810072e+16    1.7718526388336919e+12
    1    67    1.1681813649251691e+17    3.2482000815200518e+12
    1    68    2.1738359500530294e+17    5.9566088925768086e+12
    1    69    4.0456519357086630e+17    1.0926786893087357e+13
    1    70    7.5299873073891456e+17    2.0050215467942602e+13
    1    71    1.4016601533286259e+18    3.6802309270221781e+13
    1    72    2.6093527355569306e+18    6.7570476101888578e+13
    1    73    4.8580648813848105e+18    1.2409701677541163e+14
    1    74    9.0455130325078815e+18    2.2797376324943888e+14
    1    75    1.6843852598144203e+19    4.1891354311242394e+14
    1    76    3.1368012219398410e+19    7.6997549621001050e+14
    1    77    5.8420994145206092e+19    1.4155964382108710e+15
    1    78    1.0881439282262127e+20    2.6032103712490695e+15
    1    79    2.0269279448700073e+20    4.7883249838911600e+15
    1    80    3.7759304764769134e+20    8.8096756596551170e+15
    1    81    7.0346510011877242e+20    1.6211965322235706e+16
    1    82    1.3106695720515197e+21    2.9840661458707948e+16
    1    83    2.4421661424588350e+21    5.4938390568547288e+16
    1    84    4.5508003650421633e+21    1.0116630399164147e+17
    1    85    8.4806714600230287e+21    1.8633143778997405e+17
    1    86    1.5805268647936606e+22    3.4326110596673229e+17
    1    87    2.9457917986484112e+22    6.3248357703615155e+17
    1    88    5.4907301044356536e+22    1.1656231207967025e+18
    1    89    1.0234942446139646e+23    2.1485695383978616e+18
    1    90    1.9079516861457642e+23    3.9611493252948987e+18
    1    91    3.5569308379901273e+23    7.3041854778534164e+18
    1    92    6.6314574228113273e+23    1.3470987865044836e+19
    1    93    1.2364242768549597e+24    2.4848634099444699e+19
    1    94    2.3054223988166465e+24    4.5843674903238132e+19
    1    95    4.2989008539056247e+24    8.4591866375744733e+19
    1    96    8.0165552740303549e+24    1.5611641544010272e+20
    1    97    1.4949997359088227e+25    2.8816276532834350e+20
    1    98    2.7881551567768677e+25    5.3197971828740345e+20
    1    99    5.2001372525155805e+25    9.8224277032905776e+20
    2     0   -5.8445454449589813e-08    2.9608812770642954e-04
    2     1    5.0991607488933763e-02    3.1593364590294280e-04
    2     2    2.2468392858481689e-01    3.7999037623180144e-04
    2     3    5.9113296004182891e-01    5.0304239113684826e-04
    2     4    1.2964503635570033e+00    7.1417106133344233e-04
    2     5    2.6184947189245995e+00    1.0648004986572063e-03
    2     6    5.0727404250932082e+00    1.6431755014843664e-03
    2     7    9.6086837656880384e+00    2.5996786600303960e-03
    2     8    1.7971771480272871e+01    4.1907892632400204e-03
    2     9    3.3369249984448722e+01    6.8554013419297871e-03
    2    10    6.1694964110957642e+01    1.1347600599162865e-02
    2    11    1.1378298850721370e+02    1.8968299423997942e-02
    2    12    2.0955608691692055e+02    3.1970470998925055e-02
    2    13    3.8566567231913905e+02    5.4270009140991893e-02
    2    14    7.0956837523038200e+02    9.2695905459861172e-02
    2    15    1.3054738368165938e+03    1.5919418343133029e-01
    2    16    2.4021963344001042e+03    2.7472191492021292e-01
    2    17    4.4214382750047134e+03    4.7614177930216983e-01
    2    18    8.1407357169632241e+03    8.2845320731704764e-01
    2    19    1.4994328359583713e+04    1.4465307327635903e+00
    2    20    2.7628913110625257e+04    2.5338262759575940e+00
    2    21    5.0930586529379820e+04    4.4513855706803351e+00
    2    22    9.3923141396242630e+04    7.8411113314048393e+00
    2    23    1.7327825154768073e+05    1.3846229173182714e+01
    2    24    3.1980836021546274e+05    2.4506146724440285e+01
    2    25    5.9048052992766385e+05    4.3464567914150862e+01
    2    26    1.0906524759706366e+06    7.7240931556731766e+01
    2    27    2.0152404041431528e+06    1.3751596170819181e+02
    2    28    3.7249584031533073e+06    2.4524471879893599e+02
    2    29    6.8875450986957857e+06    4.3806614688594004e+02
    2    30    1.2739440476540707e+07    7.8366445864009370e+02
    2    31    2.3570762591439884e+07    1.4038861210900996e+03
    2    32    4.3624348448780656e+07    2.5183098192880152e+03
    2    33    8.0762759516159385e+07    4.5230282984302758e+03
    2    34    1.4955992914533260e+08    8.1332167144355408e+03
    2    35    2.7703617930214942e+08    1.4641336379518341e+04
    2    36    5.1329886351274502e+08    2.6385117362236313e+04
    2    37    9.5128869344683707e+08    4.7596369224138420e+04
    2    38    1.7634308370076263e+09    8.5941592314318565e+04
    2    39    3.2696753420488019e+09    1.5532008384984254e+05
    2    40    6.0638321182931461e+09    2.8094919244658394e+05
    2    41    1.1248185092951084e+10    5.0861189245358552e+05
    2    42    2.0869261162150597e+10    9.2148350062321825e+05
    2    43    3.8727349959831406e+10    1.6707666639746914e+06
    2    44    7.1880564927629669e+10    3.0314964365691710e+06
    2    45    1.3343975541607661e+11    5.5042491306327051e+06
    2    46    2.4776288341234262e+11    1.0000608466598807e+07
    2    47    4.6011018115066425e+11    1.8181529210991073e+07
    2    48    8.5459330740311218e+11    3.3074938873351078e+07
    2    49    1.5875476103947661e+12    6.0203537618368268e+07
    2    50    2.9495879444507510e+12    1.0964518038603006e+08
    2    51    5.4810158703753760e+12    1.9979860804310551e+08
    2    52    1.0186471837762943e+13    3.6426887087591606e+08
    2    53    1.8934224960262848e+13    6.6446197789457905e+08
    2    54    3.5199004150651516e+13    1.2126316692194781e+09
    2    55    6.5444098688293867e+13    2.2140682520780592e+09
    2    56    1.2169314817256806e+14    4.0443565884803648e+09
    2    57    2.2631618301302434e+14    7.3909042686917114e+09
    2    58    4.2093723115965975e+14    1.3512294759696974e+10
    2    59    7.8301446267435938e+14    2.4713715573116447e+10
    2    60    1.4567045349689458e+15    4.5218762330467560e+10
    2    61    2.7103226704421280e+15    8.2768589775159088e+10
    2    62    5.0433256347033460e+15    1.5155613295111963e+11
    2    63    9.3855173092718800e+15    2.7761159856232648e+11
    2    64    1.7468007454545938e+16    5.0868989486144513e+11
    2    65    3.2514065588295928e+16    9.3242845222197620e+11
    2    66    6.0525835727598608e+16    1.7097023808992834e+12
    2    67    1.1268103262578264e+17    3.1359128501195522e+12
    2    68    2.0979748993502163e+17    5.7536305869992959e+12
    2    69    3.9065031955112845e+17    1.0559678712821004e+13
    2    70    7.2746738117176960e+17    1.9385926025052902e+13
    2    71    1.3548005540889923e+18    3.5599675453894109e+13
    2    72    2.5233227071221581e+18    6.5392182494176172e+13
    2    73    4.7000766264916716e+18    1.2014971094776384e+14
    2    74    8.7552982986827807e+18    2.2081758549644266e+14
    2    75    1.6310602621618647e+19    4.0593421259768506e+14
    2    76    3.0387944909662577e+19    7.4642449706239975e+14
    2    77    5.6619255931590902e+19    1.3728453189774663e+15
    2    78    1.0550128649804980e+20    2.5255745476742170e+15
    2    79    1.9659905011669038e+20    4.6472828240404370e+15
    2    80    3.6638227246958779e+20    8.5533432051341000e+15
    2    81    6.8283567700936963e+20    1.5745926593336806e+16
    2    82    1.2726999635268815e+21    2.8993043318775736e+16
    2    83    2.3722656224063966e+21    5.3396212612115384e+16
    2    84    4.4220887665083532e+21    9.8359441844043200e+16
    2    85    8.2436182889618064e+21    1.8122101916247091e+17
    2    86    1.5368589397190500e+22    3.3395351582194573e+17
    2    87    2.8653343953090001e+22    6.1552614440958387e+17
    2    88    5.3424598025296604e+22    1.1347186129502735e+18
    2    89    9.9616515673406382e+22    2.0922292119304307e+18
    2    90    1.8575694925064857e+23    3.8584069274346906e+18
    2    91    3.4640324445271996e+23    7.1167680563607992e+18
    2    92    6.4601339723817795e+23    1.3129010510612064e+19
    2    93    1.2048232469231976e+24    2.4224455087914435e+19
    2    94    2.2471235648025844e+24    4.4704100260102914e+19
    2    95    4.1913308587936148e+24    8.2510753394824708e+19
    2    96    7.8180401646498158e+24    1.5231482484531734e+20
    2    97    1.4583588756927046e+25    2.8121653064955432e+20
    2    98    2.7205147810676085e+25    5.1928433935950453e+20
    2    99    5.0752514001807084e+25    9.5903402033079334e+20
    3     0   -1.6985351221422268e-06    1.6980322804900139e-06
    3     1    5.2964077912434097e-03    4.8448713280338833e-05
    3     2    4.5586576502215093e-02    1.0918976259626699e-04
    3     3    1.7340514905051621e-01    1.9801463707927301e-04
    3     4    4.8383550895922489e-01    3.3878037288959036e-04
    3     5    1.1574853815679256e+00    5.7045452814108487e-04
    3     6    2.5392175001339079e+00    9.5884404935112490e-04
    3     7    5.2848648182308811e+00    1.6167308843091453e-03
    3     8    1.0635521032582488e+01    2.7388787864067732e-03
    3     9    2.0930171859951297e+01    4.6632647758216537e-03
    3    10    4.0562773190900835e+01    7.9785772500378660e-03
    3    11    7.7767266212295681e+01    1.3713465312703871e-02
    3    12    1.4794385954837512e+02    2.3670502101912350e-02
    3    13    2.7985305067980596e+02    4.1016788404536625e-02
    3    14    5.2714341950269932e+02    7.1330497831446626e-02
    3    15    9.8979690139829961e+02    1.2445880513072261e-01
    3    16    1.8540102525166737e+03    2.1782204133241911e-01
    3    17    3.4663429825209359e+03    3.8229953354872293e-01
    3    18    6.4715472114841996e+03    6.7273065268181309e-01
    3    19    1.2068736721639440e+04    1.1866775333334378e+00
    3    20    2.2487453612319736e+04    2.0979960130626605e+00
    3    21    4.1872339548623429e+04    3.7169812240557594e+00
    3    22    7.7927059551336526e+04    6.5982590591441195e+00
    3    23    1.4496906414380512e+05    1.1734555857144649e+01
    3    24    2.6960604922083113e+05    2.0905095396182134e+01
    3    25    5.0128441890262684e+05    3.7302687511628989e+01
    3    26    9.3189207822793361e+05    6.6663594593956020e+01
    3    27    1.7321892212896547e+06    1.1930526915342870e+02
    3    28    3.2195170907182782e+06    2.1380487149711837e+02
    3    29    5.9836470198484287e+06    3.8364561248522386e+02
    3    30    1.1120710599800097e+07    6.8923554709853352e+02
    3    31    2.0668066017889317e+07    1.2396591786993090e+03
    3    32    3.8412761071831733e+07    2.2320740809235940e+03
    3    33    7.1394676965656161e+07    4.0231193875439531e+03
    3    34    1.3270150256250474e+08    7.2584399035302595e+03
    3    35    2.4666621234180409e+08    1.3107784035009930e+04
    3    36    4.5853303770529211e+08    2.3692008459516979e+04
    3    37    8.5243526963068032e+08    4.2859130382090698e+04
    3    38    1.5848352448306196e+09    7.7595608000754859e+04
    3    39    2.9467305823903294e+09    1.4059430961109736e+05
    3    40    5.4793825992518253e+09    2.5492982959176833e+05
    3    41    1.0189636185042604e+10    4.6257512192447740e+05
    3    42    1.8950570573839378e+10    8.3992366673699825e+05
    3    43    3.5247063914449844e+10    1.5260940109146931e+06
    3    44    6.5563320656687004e+10    2.7745680380507517e+06
    3    45    1.2196533663985909e+11    5.0474432441621767e+06
    3    46    2.2690778135890875e+11    9.1875441770409252e+06
    3    47    4.2218204282763947e+11    1.6732848712147528e+07
    3    48    7.8557442300590796e+11    3.0491150629589673e+07
    3    49    1.4618804646653657e+12    5.5590777358131640e+07
    3    50    2.7206521388486880e+12    1.0140249815548179e+08
    3    51    5.0637286357709424e+12    1.8505632056258777e+08
    3    52    9.4254841950966543e+12    3.3787910114172465e+08
    3    53    1.7545764890291182e+13    6.1718308916318846e+08
    3    54    3.2664488175174066e+13    1.1278607106202004e+09
    3    55    6.0815436753122234e+13    2.0619564166516018e+09
    3    56    1.1323631080206467e+14    3.7712051329409237e+09
    3    57    2.1085843545216766e+14    6.9000441706666679e+09
    3    58    3.9267124809912631e+14    1.2629590390969753e+10
    3    59    7.3130668682124250e+14    2.3125292089750610e+10
    3    60    1.3620773328259433e+15    4.2358529336592224e+10
    3    61    2.5370862207524065e+15    7.7614978346790817e+10
    3    62    4.7260617205580150e+15    1.4226457489248590e+11
    3    63    8.8042773962570190e+15    2.6084967346662210e+11
    3    64    1.6402788315932888e+16    4.7843400370212689e+11
    3    65    3.0561224495446188e+16    8.7778485552320825e+11
    3    66    5.6944582065236792e+16    1.6109597313804250e+12
    3    67    1.0611142405346381e+17    2.9573876007217217e+12
    3    68    1.9774223761000650e+17    5.4306939003342021e+12
    3    69    3.6852233596042438e+17    9.9752228087594629e+12
    3    70    6.8683871379409933e+17    1.8327655341737141e+13
    3    71    1.2801822913060012e+18    3.3682566940239617e+13
    3    72    2.3862420234122993e+18    6.1917652717612766e+13
    3    73    4.4481797153424865e+18    1.1384972608402677e+14
    3    74    8.2922973554819062e+18    2.0938953839207941e+14
    3    75    1.5459365647706028e+19    3.8519517001664213e+14
    3    76    2.8822542933694857e+19    7.0877277406076763e+14
    3    77    5.3739833388943811e+19    1.3044610894053563e+15
    3    78    1.0020359731035922e+20    2.4013241854337355e+15
    3    79    1.8684990302695663e+20    4.4214402681182650e+15
    3    80    3.4843727278499352e+20    8.1426890035927920e+15
    3    81    6.4979760712289380e+20    1.4998953012237136e+16
    3    82    1.2118615280172872e+21    2.7633825874096604e+16
    3    83    2.2602105761279710e+21    5.0922075629181624e+16
    3    84    4.2156588002862532e+21    9.3854324072938016e+16
    3    85    7.8632537660641289e+21    1.7301499512001786e+17
    3    86    1.4667600289362874e+22    3.1900147798176256e+17
    3    87    2.7361218526123517e+22    5.8827367866820685e+17
    3    88    5.1042397017769477e+22    1.0850312462630589e+18
    3    89    9.5223824064481159e+22    2.0016104814430922e+18
    3    90    1.7765555230918424e+23    3.6930893898696945e+18
    3    91    3.3145933054269608e+23    6.8150883607345787e+18
    3    92    6.1844303555297410e+23    1.2578333736042205e+19
    3    93    1.1539496208114513e+24    2.3218986808451559e+19
    3    94    2.1532348145277245e+24    4.2867737767574143e+19
    3    95    4.0180288436677903e+24    7.9155970291404538e+19
    3    96    7.4981053834042341e+24    1.4618449114707955e+20
    3    97    1.3992863240037409e+25    2.7001144624458164e+20
    3    98    2.6114272485466659e+25    4.9879842850066504e+20
    3    99    4.8737730715954266e+25    9.2157103335416083e+20
    4     0   -1.4611363569703609e-08   -1.7305005460256690e-12
    4     1    4.1393350151259741e-04    5.0162518894217013e-06
    4     2    7.0238515596139440e-03    2.1892775236162628e-05
    4     3    3.9167109356560086e-02    5.6730856691151979e-05
    4     4    1.4137807940938474e-01    1.2196855669552144e-04
    4     5    4.0786039553802783e-01    2.4058872593423177e-04
    4     6    1.0314501727017722e+00    4.5390199105891125e-04
    4     7    2.3991491621023862e+00    8.3555835267602914e-04
    4     8    5.2765532836668694e+00    1.5165818880938419e-03
    4     9    1.1161647771727726e+01    2.7300275297292252e-03
    4    10    2.2960368781596266e+01    4.8906584123220125e-03
    4    11    4.6271834664681428e+01    8.7372253702627245e-03
    4    12    9.1826103865057959e+01    1.5586791907263177e-02
    4    13    1.8009645793513710e+02    2.7789822376362183e-02
    4    14    3.5000774204537947e+02    4.9545378873288609e-02
    4    15    6.7534955786986507e+02    8.8362904298040890e-02
    4    16    1.2956654722380135e+03    1.5768611874673955e-01
    4    17    2.4743125550192585e+03    2.8160759053589168e-01
    4    18    4.7074732868992251e+03    5.0334797846216683e-01
    4    19    8.9286469674969630e+03    9.0052038804411128e-01
    4    20    1.6891944904167143e+04    1.6126342293316416e+00
    4    21    3.1890044182101512e+04    2.8906961119938490e+00
    4    22    6.0098204848953210e+04    5.1867367243398821e+00
    4    23    1.1308900851280004e+05    9.3155342450537866e+00
    4    24    2.1253552162407513e+05    1.6746986255259742e+01
    4    25    3.9900398627396475e+05    3.0135078264420201e+01
    4    26    7.4838655892250140e+05    5.4275615594009309e+01
    4    27    1.4026037885656275e+06    9.7841492660489280e+01
    4    28    2.6269539899912914e+06    1.7652890453612309e+02
    4    29    4.9172133722290331e+06    3.1876551525309731e+02
    4    30    9.1996083505631573e+06    5.7607341051034950e+02
    4    31    1.7204133807960130e+07    1.0418942566978685e+03
    4    32    3.2161384442495659e+07    1.8858071779159554e+03
    4    33    6.0103094514036082e+07    3.4157613630779542e+03
    4    34    1.1228916427828133e+08    6.1913226412975200e+03
    4    35    2.0973649874321967e+08    1.1229862857206268e+04
    4    36    3.9166919762960917e+08    2.0382167084580360e+04
    4    37    7.3128444451456773e+08    3.7017008006056538e+04
    4    38    1.3651660529680398e+09    6.7269447106521155e+04
    4    39    2.5481572832966828e+09    1.2231815124536215e+05
    4    40    4.7557258795419607e+09    2.2254187786268402e+05
    4    41    8.8749202627834549e+09    4.0510912396158761e+05
    4    42    1.6560579760075445e+10    7.3784261382412352e+05
    4    43    3.0899799561925465e+10    1.3445569858284795e+06
    4    44    5.7651392333978645e+10    2.4513827494476694e+06
    4    45    1.0755790713177420e+11    4.4714918865279006e+06
    4    46    2.0065832467593005e+11    8.1601182970409747e+06
    4    47    3.7433270157098273e+11    1.4898299917339006e+07
    4    48    6.9830824166066907e+11    2.7212413373634577e+07
    4    49    1.3026510771235662e+12    4.9725778934337296e+07
    4    50    2.4299816608310669e+12    9.0902257338412687e+07
    4    51    4.5328777022679805e+12    1.6624204222630423e+08
    4    52    8.4555729138309502e+12    3.0414102100007969e+08
    4    53    1.5772909625110164e+13    5.5663703471498990e+08
    4    54    2.9422654420849125e+13    1.0191248522836844e+09
    4    55    5.4885105187352313e+13    1.8665357380971735e+09
    4    56    1.0238373538450928e+14    3.4197508122068419e+09
    4    57    1.9099074901743806e+14    6.2675475165754690e+09
    4    58    3.5628664135266869e+14    1.1490575649828358e+10
    4    59    6.6465065847761400e+14    2.1072838043063786e+10
    4    60    1.2399231945708798e+15    3.8657844121446442e+10
    4    61    2.3131523624821470e+15    7.0938499910466324e+10
    4    62    4.3154132951538180e+15    1.3021250304074751e+11
    4    63    8.0509989587988100e+15    2.3908171914507510e+11
    4    64    1.5020584166085588e+16    4.3909637562240405e+11
    4    65    2.8024247177077256e+16    8.0665913629195593e+11
    4    66    5.2286734165639824e+16    1.4822928711142070e+12
    4    67    9.7557309350917888e+16    2.7245130041727822e+12
    4    68    1.8202838295776381e+17    5.0090100126072393e+12
    4    69    3.3964844876083360e+17    9.2112890249318574e+12
    4    70    6.3376985853553946e+17    1.6943060189877039e+13
    4    71    1.1826197036187328e+18    3.1171934971207570e+13
    4    72    2.2068375292511700e+18    5.7363249893232594e+13
    4    73    4.1182000872031345e+18    1.0558434017975845e+14
    4    74    7.6852225307932191e+18    1.9438324287536272e+14
    4    75    1.4342255053675368e+19    3.5793942567664419e+14
    4    76    2.6766431609321009e+19    6.5924914234054713e+14
    4    77    4.9954611678432141e+19    1.2144424051776768e+15
    4    78    9.3233672784422076e+19    2.2376370406486630e+15
    4    79    1.7401316225594907e+20    4.1236884884542190e+15
